#i E KE PE T P
45.487746 -4.327201 1.659698 -5.986900 120.000000 0.057429
45.505619 -4.360686 1.659698 -6.020385 120.000000 0.057423
45.523493 -4.389034 1.659698 -6.048732 120.000000 0.057414
45.541366 -4.404295 1.659698 -6.063994 120.000000 0.057404
45.559240 -4.400937 1.659698 -6.060635 120.000000 0.057395
45.577113 -4.375932 1.659698 -6.035631 120.000000 0.057387
45.594986 -4.331052 1.659698 -5.990750 120.000000 0.057381
45.612860 -4.275464 1.659698 -5.935162 120.000000 0.057379
45.630733 -4.222583 1.659698 -5.882281 120.000000 0.057380
45.648606 -4.180697 1.659698 -5.840396 120.000000 0.057384
45.666480 -4.147544 1.659698 -5.807243 120.000000 0.057391
45.684353 -4.115713 1.659698 -5.775411 120.000000 0.057399
45.702227 -4.079897 1.659698 -5.739596 120.000000 0.057409
45.720100 -4.039163 1.659698 -5.698862 120.000000 0.057422
45.737973 -3.997413 1.659698 -5.657112 120.000000 0.057438
45.755847 -3.966020 1.659698 -5.625718 120.000000 0.057455
45.773720 -3.956837 1.659698 -5.616536 120.000000 0.057472
45.791593 -3.969054 1.659698 -5.628752 120.000000 0.057489
45.809467 -3.993413 1.659698 -5.653112 120.000000 0.057504
45.827340 -4.019734 1.659698 -5.679432 120.000000 0.057517
45.845214 -4.039485 1.659698 -5.699183 120.000000 0.057529
45.863087 -4.048624 1.659698 -5.708322 120.000000 0.057539
45.880960 -4.048050 1.659698 -5.707748 120.000000 0.057549
45.898834 -4.042477 1.659698 -5.702175 120.000000 0.057559
45.916707 -4.041336 1.659698 -5.701034 120.000000 0.057568
45.934580 -4.059030 1.659698 -5.718729 120.000000 0.057576
45.952454 -4.106934 1.659698 -5.766632 120.000000 0.057581
45.970327 -4.175897 1.659698 -5.835595 120.000000 0.057581
45.988201 -4.234577 1.659698 -5.894275 120.000000 0.057578
46.006074 -4.256354 1.659698 -5.916052 120.000000 0.057574
46.023947 -4.239409 1.659698 -5.899107 120.000000 0.057570
46.041821 -4.211467 1.659698 -5.871165 120.000000 0.057568
46.059694 -4.210538 1.659698 -5.870236 120.000000 0.057566
46.077567 -4.241954 1.659698 -5.901652 120.000000 0.057562
46.095441 -4.277391 1.659698 -5.937090 120.000000 0.057558
46.113314 -4.291464 1.659698 -5.951162 120.000000 0.057552
46.131188 -4.275197 1.659698 -5.934895 120.000000 0.057549
46.149061 -4.233165 1.659698 -5.892863 120.000000 0.057548
46.166934 -4.180319 1.659698 -5.840017 120.000000 0.057550
46.184808 -4.137260 1.659698 -5.796958 120.000000 0.057556
46.202681 -4.118955 1.659698 -5.778654 120.000000 0.057563
46.220554 -4.122389 1.659698 -5.782087 120.000000 0.057570
46.238428 -4.133067 1.659698 -5.792765 120.000000 0.057577
46.256301 -4.141971 1.659698 -5.801670 120.000000 0.057584
46.274175 -4.148357 1.659698 -5.808055 120.000000 0.057591
46.292048 -4.151603 1.659698 -5.811301 120.000000 0.057598
46.309921 -4.147137 1.659698 -5.806835 120.000000 0.057605
46.327795 -4.131468 1.659698 -5.791166 120.000000 0.057614
46.345668 -4.110982 1.659698 -5.770680 120.000000 0.057623
46.363542 -4.102562 1.659698 -5.762261 120.000000 0.057633
46.381415 -4.117318 1.659698 -5.777017 120.000000 0.057641
46.399288 -4.147757 1.659698 -5.807455 120.000000 0.057648
46.417162 -4.178251 1.659698 -5.837949 120.000000 0.057652
46.435035 -4.198140 1.659698 -5.857838 120.000000 0.057656
46.452908 -4.204486 1.659698 -5.864184 120.000000 0.057658
46.470782 -4.200144 1.659698 -5.859843 120.000000 0.057660
46.488655 -4.192808 1.659698 -5.852507 120.000000 0.057663
46.506529 -4.192967 1.659698 -5.852665 120.000000 0.057665
46.524402 -4.206908 1.659698 -5.866607 120.000000 0.057666
46.542275 -4.231482 1.659698 -5.891180 120.000000 0.057666
46.560149 -4.258420 1.659698 -5.918118 120.000000 0.057664
46.578022 -4.280045 1.659698 -5.939743 120.000000 0.057661
46.595895 -4.292399 1.659698 -5.952097 120.000000 0.057658
46.613769 -4.294751 1.659698 -5.954450 120.000000 0.057654
46.631642 -4.286580 1.659698 -5.946278 120.000000 0.057650
46.649516 -4.267680 1.659698 -5.927379 120.000000 0.057648
46.667389 -4.240813 1.659698 -5.900511 120.000000 0.057648
46.685262 -4.210979 1.659698 -5.870677 120.000000 0.057649
46.703136 -4.183594 1.659698 -5.843292 120.000000 0.057651
46.721009 -4.165389 1.659698 -5.825087 120.000000 0.057654
46.738882 -4.162693 1.659698 -5.822392 120.000000 0.057658
46.756756 -4.175858 1.659698 -5.835556 120.000000 0.057661
46.774629 -4.200145 1.659698 -5.859843 120.000000 0.057662
46.792503 -4.231064 1.659698 -5.890762 120.000000 0.057661
46.810376 -4.261992 1.659698 -5.921690 120.000000 0.057658
46.828249 -4.283483 1.659698 -5.943181 120.000000 0.057654
46.846123 -4.289731 1.659698 -5.949429 120.000000 0.057650
46.863996 -4.283271 1.659698 -5.942970 120.000000 0.057646
46.881869 -4.272803 1.659698 -5.932502 120.000000 0.057642
46.899743 -4.265620 1.659698 -5.925318 120.000000 0.057639
46.917616 -4.262838 1.659698 -5.922537 120.000000 0.057635
46.935490 -4.264105 1.659698 -5.923803 120.000000 0.057632
46.953363 -4.272035 1.659698 -5.931733 120.000000 0.057628
46.971236 -4.284561 1.659698 -5.944259 120.000000 0.057624
46.989110 -4.293554 1.659698 -5.953252 120.000000 0.057619
47.006983 -4.295580 1.659698 -5.955278 120.000000 0.057614
47.024856 -4.293740 1.659698 -5.953438 120.000000 0.057609
47.042730 -4.292261 1.659698 -5.951959 120.000000 0.057605
47.060603 -4.292452 1.659698 -5.952150 120.000000 0.057600
47.078477 -4.290910 1.659698 -5.950609 120.000000 0.057596
47.096350 -4.282542 1.659698 -5.942241 120.000000 0.057593
47.114223 -4.266283 1.659698 -5.925981 120.000000 0.057590
47.132097 -4.247818 1.659698 -5.907516 120.000000 0.057588
47.149970 -4.238199 1.659698 -5.897897 120.000000 0.057587
47.167843 -4.247822 1.659698 -5.907520 120.000000 0.057585
47.185717 -4.276157 1.659698 -5.935855 120.000000 0.057581
47.203590 -4.309093 1.659698 -5.968792 120.000000 0.057575
47.221464 -4.331288 1.659698 -5.990986 120.000000 0.057567
47.239337 -4.338149 1.659698 -5.997847 120.000000 0.057559
47.257210 -4.336604 1.659698 -5.996303 120.000000 0.057551
47.275084 -4.338668 1.659698 -5.998366 120.000000 0.057542
47.292957 -4.352590 1.659698 -6.012289 120.000000 0.057533
47.310831 -4.377650 1.659698 -6.037348 120.000000 0.057523
47.328704 -4.406592 1.659698 -6.066290 120.000000 0.057511
47.346577 -4.430798 1.659698 -6.090496 120.000000 0.057498
47.364451 -4.443730 1.659698 -6.103428 120.000000 0.057484
47.382324 -4.442950 1.659698 -6.102648 120.000000 0.057470
47.400197 -4.430257 1.659698 -6.089955 120.000000 0.057457
47.418071 -4.410441 1.659698 -6.070140 120.000000 0.057445
47.435944 -4.389391 1.659698 -6.049089 120.000000 0.057435
47.453818 -4.369088 1.659698 -6.028787 120.000000 0.057425
47.471691 -4.343533 1.659698 -6.003232 120.000000 0.057417
47.489564 -4.307581 1.659698 -5.967279 120.000000 0.057412
47.507438 -4.270158 1.659698 -5.929857 120.000000 0.057409
47.525311 -4.246702 1.659698 -5.906400 120.000000 0.057407
47.543184 -4.241108 1.659698 -5.900806 120.000000 0.057406
47.561058 -4.250923 1.659698 -5.910622 120.000000 0.057405
47.578931 -4.273416 1.659698 -5.933115 120.000000 0.057404
47.596805 -4.300437 1.659698 -5.960136 120.000000 0.057401
47.614678 -4.321433 1.659698 -5.981132 120.000000 0.057398
47.632551 -4.332095 1.659698 -5.991793 120.000000 0.057394
47.650425 -4.336315 1.659698 -5.996013 120.000000 0.057390
47.668298 -4.339068 1.659698 -5.998767 120.000000 0.057387
47.686171 -4.339398 1.659698 -5.999096 120.000000 0.057384
47.704045 -4.333269 1.659698 -5.992967 120.000000 0.057381
47.721918 -4.318672 1.659698 -5.978370 120.000000 0.057380
47.739792 -4.295972 1.659698 -5.955671 120.000000 0.057380
47.757665 -4.267702 1.659698 -5.927400 120.000000 0.057382
47.775538 -4.238695 1.659698 -5.898393 120.000000 0.057387
47.793412 -4.213998 1.659698 -5.873697 120.000000 0.057393
47.811285 -4.197827 1.659698 -5.857526 120.000000 0.057400
47.829158 -4.192166 1.659698 -5.851865 120.000000 0.057409
47.847032 -4.190276 1.659698 -5.849975 120.000000 0.057418
47.864905 -4.177768 1.659698 -5.837466 120.000000 0.057428
47.882779 -4.146863 1.659698 -5.806562 120.000000 0.057440
47.900652 -4.105890 1.659698 -5.765589 120.000000 0.057455
47.918525 -4.074992 1.659698 -5.734690 120.000000 0.057471
47.936399 -4.071909 1.659698 -5.731607 120.000000 0.057487
47.954272 -4.098129 1.659698 -5.757828 120.000000 0.057501
47.972145 -4.139483 1.659698 -5.799181 120.000000 0.057513
47.990019 -4.178106 1.659698 -5.837805 120.000000 0.057521
48.007892 -4.203572 1.659698 -5.863271 120.000000 0.057528
48.025766 -4.217193 1.659698 -5.876892 120.000000 0.057533
48.043639 -4.227104 1.659698 -5.886803 120.000000 0.057537
48.061512 -4.237422 1.659698 -5.897121 120.000000 0.057540
48.079386 -4.243379 1.659698 -5.903078 120.000000 0.057543
48.097259 -4.238043 1.659698 -5.897741 120.000000 0.057545
48.115133 -4.221099 1.659698 -5.880798 120.000000 0.057549
48.133006 -4.200376 1.659698 -5.860075 120.000000 0.057553
48.150879 -4.184828 1.659698 -5.844527 120.000000 0.057558
48.168753 -4.175934 1.659698 -5.835632 120.000000 0.057563
48.186626 -4.167960 1.659698 -5.827658 120.000000 0.057569
48.204499 -4.156010 1.659698 -5.815708 120.000000 0.057575
48.222373 -4.141792 1.659698 -5.801491 120.000000 0.057581
48.240246 -4.133334 1.659698 -5.793032 120.000000 0.057588
48.258120 -4.141719 1.659698 -5.801418 120.000000 0.057593
48.275993 -4.175301 1.659698 -5.834999 120.000000 0.057597
48.293866 -4.230349 1.659698 -5.890047 120.000000 0.057597
48.311740 -4.289573 1.659698 -5.949272 120.000000 0.057594
48.329613 -4.335801 1.659698 -5.995499 120.000000 0.057589
48.347486 -4.362303 1.659698 -6.022001 120.000000 0.057582
48.365360 -4.370277 1.659698 -6.029975 120.000000 0.057574
48.383233 -4.364676 1.659698 -6.024375 120.000000 0.057567
48.401107 -4.353935 1.659698 -6.013633 120.000000 0.057561
48.418980 -4.347036 1.659698 -6.006735 120.000000 0.057556
48.436853 -4.346370 1.659698 -6.006068 120.000000 0.057551
48.454727 -4.345609 1.659698 -6.005307 120.000000 0.057546
48.472600 -4.335800 1.659698 -5.995499 120.000000 0.057542
48.490473 -4.311526 1.659698 -5.971224 120.000000 0.057539
48.508347 -4.272394 1.659698 -5.932092 120.000000 0.057539
48.526220 -4.221913 1.659698 -5.881612 120.000000 0.057542
48.544094 -4.168065 1.659698 -5.827763 120.000000 0.057548
48.561967 -4.123351 1.659698 -5.783049 120.000000 0.057557
48.579840 -4.099633 1.659698 -5.759331 120.000000 0.057566
48.597714 -4.100785 1.659698 -5.760483 120.000000 0.057576
48.615587 -4.116776 1.659698 -5.776475 120.000000 0.057586
48.633460 -4.131441 1.659698 -5.791139 120.000000 0.057594
48.651334 -4.139897 1.659698 -5.799595 120.000000 0.057602
48.669207 -4.149497 1.659698 -5.809195 120.000000 0.057610
48.687081 -4.166281 1.659698 -5.825979 120.000000 0.057617
48.704954 -4.188613 1.659698 -5.848312 120.000000 0.057624
48.722827 -4.207302 1.659698 -5.867001 120.000000 0.057629
48.740701 -4.207619 1.659698 -5.867317 120.000000 0.057635
48.758574 -4.179122 1.659698 -5.838820 120.000000 0.057642
48.776447 -4.125534 1.659698 -5.785233 120.000000 0.057652
48.794321 -4.065266 1.659698 -5.724964 120.000000 0.057666
48.812194 -4.022892 1.659698 -5.682590 120.000000 0.057682
48.830068 -4.015939 1.659698 -5.675638 120.000000 0.057698
48.847941 -4.046323 1.659698 -5.706022 120.000000 0.057712
48.865814 -4.102666 1.659698 -5.762364 120.000000 0.057723
48.883688 -4.167624 1.659698 -5.827322 120.000000 0.057730
48.901561 -4.225885 1.659698 -5.885584 120.000000 0.057734
48.919435 -4.269312 1.659698 -5.929010 120.000000 0.057735
48.937308 -4.296816 1.659698 -5.956515 120.000000 0.057735
48.955181 -4.311964 1.659698 -5.971662 120.000000 0.057733
48.973055 -4.320151 1.659698 -5.979850 120.000000 0.057730
48.990928 -4.325194 1.659698 -5.984892 120.000000 0.057727
49.008801 -4.327496 1.659698 -5.987195 120.000000 0.057724
49.026675 -4.326241 1.659698 -5.985939 120.000000 0.057720
49.044548 -4.322114 1.659698 -5.981812 120.000000 0.057717
49.062422 -4.317432 1.659698 -5.977130 120.000000 0.057714
49.080295 -4.314102 1.659698 -5.973801 120.000000 0.057712
49.098168 -4.312653 1.659698 -5.972351 120.000000 0.057709
49.116042 -4.313648 1.659698 -5.973346 120.000000 0.057706
49.133915 -4.319208 1.659698 -5.978907 120.000000 0.057703
49.151788 -4.333566 1.659698 -5.993264 120.000000 0.057699
49.169662 -4.359890 1.659698 -6.019589 120.000000 0.057693
49.187535 -4.394454 1.659698 -6.054152 120.000000 0.057686
49.205409 -4.428044 1.659698 -6.087742 120.000000 0.057676
49.223282 -4.452241 1.659698 -6.111940 120.000000 0.057664
49.241155 -4.461295 1.659698 -6.120993 120.000000 0.057653
49.259029 -4.451170 1.659698 -6.110868 120.000000 0.057641
49.276902 -4.420205 1.659698 -6.079903 120.000000 0.057632
49.294775 -4.371925 1.659698 -6.031623 120.000000 0.057625
49.312649 -4.316293 1.659698 -5.975991 120.000000 0.057621
49.330522 -4.266920 1.659698 -5.926619 120.000000 0.057621
49.348396 -4.233898 1.659698 -5.893596 120.000000 0.057622
49.366269 -4.217481 1.659698 -5.877180 120.000000 0.057624
49.384142 -4.208753 1.659698 -5.868451 120.000000 0.057628
49.402016 -4.197126 1.659698 -5.856824 120.000000 0.057632
49.419889 -4.178574 1.659698 -5.838273 120.000000 0.057636
49.437762 -4.155890 1.659698 -5.815589 120.000000 0.057643
49.455636 -4.131631 1.659698 -5.791329 120.000000 0.057650
49.473509 -4.110688 1.659698 -5.770386 120.000000 0.057658
49.491383 -4.106308 1.659698 -5.766007 120.000000 0.057666
49.509256 -4.131632 1.659698 -5.791330 120.000000 0.057673
49.527129 -4.181135 1.659698 -5.840834 120.000000 0.057677
49.545003 -4.228193 1.659698 -5.887892 120.000000 0.057679
49.562876 -4.254008 1.659698 -5.913706 120.000000 0.057678
49.580749 -4.259816 1.659698 -5.919514 120.000000 0.057678
49.598623 -4.253922 1.659698 -5.913620 120.000000 0.057678
49.616496 -4.243432 1.659698 -5.903130 120.000000 0.057677
49.634370 -4.234142 1.659698 -5.893841 120.000000 0.057678
49.652243 -4.229005 1.659698 -5.888703 120.000000 0.057678
49.670116 -4.227371 1.659698 -5.887069 120.000000 0.057678
49.687990 -4.227149 1.659698 -5.886848 120.000000 0.057679
49.705863 -4.225813 1.659698 -5.885512 120.000000 0.057679
49.723736 -4.220456 1.659698 -5.880154 120.000000 0.057679
49.741610 -4.208988 1.659698 -5.868687 120.000000 0.057680
49.759483 -4.191618 1.659698 -5.851316 120.000000 0.057682
49.777357 -4.171565 1.659698 -5.831263 120.000000 0.057684
49.795230 -4.152891 1.659698 -5.812589 120.000000 0.057688
49.813103 -4.135790 1.659698 -5.795488 120.000000 0.057693
49.830977 -4.118894 1.659698 -5.778593 120.000000 0.057700
49.848850 -4.106682 1.659698 -5.766381 120.000000 0.057707
49.866724 -4.105494 1.659698 -5.765193 120.000000 0.057715
49.884597 -4.113605 1.659698 -5.773303 120.000000 0.057722
49.902470 -4.124248 1.659698 -5.783947 120.000000 0.057730
49.920344 -4.134472 1.659698 -5.794170 120.000000 0.057738
49.938217 -4.145189 1.659698 -5.804888 120.000000 0.057745
49.956090 -4.156444 1.659698 -5.816142 120.000000 0.057753
49.973964 -4.165682 1.659698 -5.825380 120.000000 0.057760
49.991837 -4.171740 1.659698 -5.831438 120.000000 0.057767
50.009711 -4.178783 1.659698 -5.838481 120.000000 0.057773
50.027584 -4.191235 1.659698 -5.850933 120.000000 0.057779
50.045457 -4.208088 1.659698 -5.867787 120.000000 0.057785
50.063331 -4.228941 1.659698 -5.888639 120.000000 0.057789
50.081204 -4.256085 1.659698 -5.915783 120.000000 0.057791
50.099077 -4.285641 1.659698 -5.945339 120.000000 0.057791
50.116951 -4.306233 1.659698 -5.965931 120.000000 0.057791
50.134824 -4.307787 1.659698 -5.967485 120.000000 0.057790
50.152698 -4.287120 1.659698 -5.946818 120.000000 0.057789
50.170571 -4.247085 1.659698 -5.906784 120.000000 0.057791
50.188444 -4.194165 1.659698 -5.853863 120.000000 0.057795
50.206318 -4.138982 1.659698 -5.798680 120.000000 0.057801
50.224191 -4.097733 1.659698 -5.757431 120.000000 0.057809
50.242064 -4.084536 1.659698 -5.744234 120.000000 0.057818
50.259938 -4.100270 1.659698 -5.759969 120.000000 0.057825
50.277811 -4.133682 1.659698 -5.793380 120.000000 0.057831
50.295685 -4.170733 1.659698 -5.830432 120.000000 0.057834
50.313558 -4.201790 1.659698 -5.861488 120.000000 0.057836
50.331431 -4.225646 1.659698 -5.885345 120.000000 0.057836
50.349305 -4.246069 1.659698 -5.905768 120.000000 0.057835
50.367178 -4.263653 1.659698 -5.923351 120.000000 0.057832
50.385051 -4.274855 1.659698 -5.934554 120.000000 0.057830
50.402925 -4.277069 1.659698 -5.936767 120.000000 0.057827
50.420798 -4.270253 1.659698 -5.929951 120.000000 0.057824
50.438672 -4.257285 1.659698 -5.916984 120.000000 0.057822
50.456545 -4.244505 1.659698 -5.904203 120.000000 0.057820
50.474418 -4.237231 1.659698 -5.896930 120.000000 0.057819
50.492292 -4.234031 1.659698 -5.893730 120.000000 0.057818
50.510165 -4.228735 1.659698 -5.888434 120.000000 0.057817
50.528038 -4.217231 1.659698 -5.876929 120.000000 0.057816
50.545912 -4.203037 1.659698 -5.862736 120.000000 0.057817
50.563785 -4.198997 1.659698 -5.858695 120.000000 0.057817
50.581659 -4.219009 1.659698 -5.878707 120.000000 0.057817
50.599532 -4.258864 1.659698 -5.918563 120.000000 0.057814
50.617405 -4.295222 1.659698 -5.954920 120.000000 0.057811
50.635279 -4.308891 1.659698 -5.968590 120.000000 0.057806
50.653152 -4.296475 1.659698 -5.956173 120.000000 0.057803
50.671026 -4.267133 1.659698 -5.926832 120.000000 0.057802
50.688899 -4.237805 1.659698 -5.897503 120.000000 0.057802
50.706772 -4.223646 1.659698 -5.883344 120.000000 0.057803
50.724646 -4.228340 1.659698 -5.888038 120.000000 0.057803
50.742519 -4.248522 1.659698 -5.908221 120.000000 0.057803
50.760392 -4.281713 1.659698 -5.941411 120.000000 0.057801
50.778266 -4.324903 1.659698 -5.984602 120.000000 0.057796
50.796139 -4.370626 1.659698 -6.030324 120.000000 0.057789
50.814013 -4.408523 1.659698 -6.068221 120.000000 0.057780
50.831886 -4.428937 1.659698 -6.088635 120.000000 0.057770
50.849759 -4.425314 1.659698 -6.085013 120.000000 0.057761
50.867633 -4.396696 1.659698 -6.056395 120.000000 0.057752
50.885506 -4.350029 1.659698 -6.009727 120.000000 0.057746
50.903379 -4.298541 1.659698 -5.958240 120.000000 0.057743
50.921253 -4.255621 1.659698 -5.915320 120.000000 0.057743
50.939126 -4.228606 1.659698 -5.888304 120.000000 0.057743
50.957000 -4.215722 1.659698 -5.875420 120.000000 0.057745
50.974873 -4.210304 1.659698 -5.870002 120.000000 0.057747
50.992746 -4.209286 1.659698 -5.868984 120.000000 0.057748
51.010620 -4.212984 1.659698 -5.872683 120.000000 0.057750
51.028493 -4.218347 1.659698 -5.878045 120.000000 0.057751
51.046366 -4.216070 1.659698 -5.875769 120.000000 0.057753
51.064240 -4.197738 1.659698 -5.857436 120.000000 0.057755
51.082113 -4.168343 1.659698 -5.828042 120.000000 0.057759
51.099987 -4.146913 1.659698 -5.806611 120.000000 0.057764
51.117860 -4.147760 1.659698 -5.807458 120.000000 0.057769
51.135733 -4.166238 1.659698 -5.825937 120.000000 0.057773
51.153607 -4.188178 1.659698 -5.847876 120.000000 0.057776
51.171480 -4.202751 1.659698 -5.862449 120.000000 0.057778
51.189353 -4.206069 1.659698 -5.865767 120.000000 0.057781
51.207227 -4.199233 1.659698 -5.858932 120.000000 0.057783
51.225100 -4.184094 1.659698 -5.843793 120.000000 0.057787
51.242974 -4.161138 1.659698 -5.820836 120.000000 0.057791
51.260847 -4.132271 1.659698 -5.791969 120.000000 0.057798
51.278720 -4.102691 1.659698 -5.762389 120.000000 0.057805
51.296594 -4.076700 1.659698 -5.736398 120.000000 0.057814
51.314467 -4.053217 1.659698 -5.712915 120.000000 0.057824
51.332340 -4.033022 1.659698 -5.692720 120.000000 0.057835
51.350214 -4.026778 1.659698 -5.686476 120.000000 0.057847
51.368087 -4.039490 1.659698 -5.699188 120.000000 0.057858
51.385961 -4.063102 1.659698 -5.722800 120.000000 0.057867
51.403834 -4.089833 1.659698 -5.749532 120.000000 0.057875
51.421707 -4.113773 1.659698 -5.773471 120.000000 0.057882
51.439581 -4.129684 1.659698 -5.789382 120.000000 0.057888
51.457454 -4.137803 1.659698 -5.797501 120.000000 0.057894
51.475327 -4.144469 1.659698 -5.804168 120.000000 0.057899
51.493201 -4.157349 1.659698 -5.817047 120.000000 0.057903
51.511074 -4.181552 1.659698 -5.841250 120.000000 0.057906
51.528948 -4.216373 1.659698 -5.876071 120.000000 0.057907
51.546821 -4.254640 1.659698 -5.914339 120.000000 0.057906
51.564694 -4.289089 1.659698 -5.948788 120.000000 0.057903
51.582568 -4.314946 1.659698 -5.974644 120.000000 0.057899
51.600441 -4.327661 1.659698 -5.987359 120.000000 0.057893
51.618315 -4.325118 1.659698 -5.984816 120.000000 0.057888
51.636188 -4.311249 1.659698 -5.970948 120.000000 0.057884
51.654061 -4.294043 1.659698 -5.953742 120.000000 0.057880
51.671935 -4.282481 1.659698 -5.942179 120.000000 0.057878
51.689808 -4.282825 1.659698 -5.942524 120.000000 0.057875
51.707681 -4.291157 1.659698 -5.950855 120.000000 0.057873
51.725555 -4.293234 1.659698 -5.952933 120.000000 0.057871
51.743428 -4.282665 1.659698 -5.942363 120.000000 0.057870
51.761302 -4.273707 1.659698 -5.933406 120.000000 0.057870
51.779175 -4.275203 1.659698 -5.934902 120.000000 0.057870
51.797048 -4.275876 1.659698 -5.935575 120.000000 0.057870
51.814922 -4.267424 1.659698 -5.927122 120.000000 0.057871
51.832795 -4.251377 1.659698 -5.911075 120.000000 0.057872
51.850668 -4.237571 1.659698 -5.897270 120.000000 0.057874
51.868542 -4.241674 1.659698 -5.901372 120.000000 0.057876
51.886415 -4.271343 1.659698 -5.931041 120.000000 0.057876
51.904289 -4.317233 1.659698 -5.976931 120.000000 0.057874
51.922162 -4.364692 1.659698 -6.024391 120.000000 0.057869
51.940035 -4.405722 1.659698 -6.065420 120.000000 0.057861
51.957909 -4.438752 1.659698 -6.098450 120.000000 0.057851
51.975782 -4.464602 1.659698 -6.124300 120.000000 0.057840
51.993655 -4.483929 1.659698 -6.143627 120.000000 0.057827
52.011529 -4.496381 1.659698 -6.156079 120.000000 0.057813
52.029402 -4.501053 1.659698 -6.160752 120.000000 0.057798
52.047276 -4.497997 1.659698 -6.157695 120.000000 0.057783
52.065149 -4.489853 1.659698 -6.149552 120.000000 0.057768
52.083022 -4.480758 1.659698 -6.140456 120.000000 0.057753
52.100896 -4.472875 1.659698 -6.132573 120.000000 0.057739
52.118769 -4.465503 1.659698 -6.125202 120.000000 0.057725
52.136642 -4.456936 1.659698 -6.116635 120.000000 0.057711
52.154516 -4.445799 1.659698 -6.105498 120.000000 0.057698
52.172389 -4.431840 1.659698 -6.091538 120.000000 0.057685
52.190263 -4.417931 1.659698 -6.077630 120.000000 0.057674
52.208136 -4.411392 1.659698 -6.071090 120.000000 0.057663
52.226009 -4.416088 1.659698 -6.075786 120.000000 0.057652
52.243883 -4.421526 1.659698 -6.081224 120.000000 0.057641
52.261756 -4.413154 1.659698 -6.072852 120.000000 0.057631
52.279629 -4.387996 1.659698 -6.047694 120.000000 0.057623
52.297503 -4.353097 1.659698 -6.012795 120.000000 0.057616
52.315376 -4.316739 1.659698 -5.976437 120.000000 0.057613
52.333250 -4.284585 1.659698 -5.944284 120.000000 0.057611
52.351123 -4.260811 1.659698 -5.920510 120.000000 0.057610
52.368996 -4.246537 1.659698 -5.906236 120.000000 0.057611
52.386870 -4.237076 1.659698 -5.896775 120.000000 0.057613
52.404743 -4.227653 1.659698 -5.887352 120.000000 0.057615
52.422617 -4.219164 1.659698 -5.878862 120.000000 0.057618
52.440490 -4.212626 1.659698 -5.872325 120.000000 0.057621
52.458363 -4.205871 1.659698 -5.865570 120.000000 0.057625
52.476237 -4.201149 1.659698 -5.860847 120.000000 0.057629
52.494110 -4.204790 1.659698 -5.864488 120.000000 0.057634
52.511983 -4.215841 1.659698 -5.875540 120.000000 0.057637
52.529857 -4.224902 1.659698 -5.884600 120.000000 0.057641
52.547730 -4.225876 1.659698 -5.885574 120.000000 0.057644
52.565604 -4.223606 1.659698 -5.883304 120.000000 0.057647
52.583477 -4.229097 1.659698 -5.888796 120.000000 0.057650
52.601350 -4.248502 1.659698 -5.908201 120.000000 0.057652
52.619224 -4.278599 1.659698 -5.938298 120.000000 0.057652
52.637097 -4.311863 1.659698 -5.971562 120.000000 0.057649
52.654970 -4.339842 1.659698 -5.999541 120.000000 0.057646
52.672844 -4.352037 1.659698 -6.011735 120.000000 0.057641
52.690717 -4.339051 1.659698 -5.998749 120.000000 0.057637
52.708591 -4.302392 1.659698 -5.962091 120.000000 0.057634
52.726464 -4.258605 1.659698 -5.918304 120.000000 0.057633
52.744337 -4.226647 1.659698 -5.886345 120.000000 0.057634
52.762211 -4.214043 1.659698 -5.873741 120.000000 0.057635
52.780084 -4.219216 1.659698 -5.878915 120.000000 0.057636
52.797957 -4.234372 1.659698 -5.894070 120.000000 0.057636
52.815831 -4.245361 1.659698 -5.905059 120.000000 0.057635
52.833704 -4.239882 1.659698 -5.899581 120.000000 0.057634
52.851578 -4.215049 1.659698 -5.874748 120.000000 0.057634
52.869451 -4.180022 1.659698 -5.839720 120.000000 0.057636
52.887324 -4.151870 1.659698 -5.811569 120.000000 0.057640
52.905198 -4.139570 1.659698 -5.799269 120.000000 0.057643
52.923071 -4.137057 1.659698 -5.796755 120.000000 0.057647
52.940944 -4.136095 1.659698 -5.795794 120.000000 0.057651
52.958818 -4.136166 1.659698 -5.795864 120.000000 0.057655
52.976691 -4.143327 1.659698 -5.803025 120.000000 0.057659
52.994565 -4.161596 1.659698 -5.821295 120.000000 0.057662
53.012438 -4.185655 1.659698 -5.845353 120.000000 0.057663
53.030311 -4.206020 1.659698 -5.865718 120.000000 0.057664
53.048185 -4.223959 1.659698 -5.883657 120.000000 0.057663
53.066058 -4.251667 1.659698 -5.911365 120.000000 0.057662
53.083931 -4.285986 1.659698 -5.945684 120.000000 0.057658
53.101805 -4.309039 1.659698 -5.968737 120.000000 0.057654
53.119678 -4.311915 1.659698 -5.971614 120.000000 0.057650
53.137552 -4.296498 1.659698 -5.956196 120.000000 0.057646
53.155425 -4.270230 1.659698 -5.929929 120.000000 0.057645
53.173298 -4.240859 1.659698 -5.900557 120.000000 0.057644
53.191172 -4.210618 1.659698 -5.870316 120.000000 0.057646
53.209045 -4.180288 1.659698 -5.839986 120.000000 0.057649
53.226919 -4.155874 1.659698 -5.815572 120.000000 0.057653
53.244792 -4.143079 1.659698 -5.802777 120.000000 0.057658
53.262665 -4.143858 1.659698 -5.803556 120.000000 0.057663
53.280539 -4.157347 1.659698 -5.817045 120.000000 0.057667
