#i E KE PE T P
18.874287 -4.377719 1.659698 -6.037417 120.000000 0.054030
18.892160 -4.340042 1.659698 -5.999740 120.000000 0.054009
18.910034 -4.312602 1.659698 -5.972300 120.000000 0.053991
18.927907 -4.310554 1.659698 -5.970253 120.000000 0.053974
18.945780 -4.329113 1.659698 -5.988812 120.000000 0.053955
18.963654 -4.349275 1.659698 -6.008973 120.000000 0.053934
18.981527 -4.358294 1.659698 -6.017992 120.000000 0.053912
18.999400 -4.353460 1.659698 -6.013159 120.000000 0.053891
19.017274 -4.338618 1.659698 -5.998317 120.000000 0.053873
19.035147 -4.320518 1.659698 -5.980216 120.000000 0.053858
19.053021 -4.303173 1.659698 -5.962871 120.000000 0.053846
19.070894 -4.287793 1.659698 -5.947491 120.000000 0.053837
19.088767 -4.278817 1.659698 -5.938516 120.000000 0.053830
19.106641 -4.277798 1.659698 -5.937497 120.000000 0.053824
19.124514 -4.276018 1.659698 -5.935717 120.000000 0.053819
19.142387 -4.264252 1.659698 -5.923950 120.000000 0.053818
19.160261 -4.240170 1.659698 -5.899868 120.000000 0.053820
19.178134 -4.208914 1.659698 -5.868612 120.000000 0.053828
19.196008 -4.181416 1.659698 -5.841114 120.000000 0.053841
19.213881 -4.167699 1.659698 -5.827398 120.000000 0.053856
19.231754 -4.170127 1.659698 -5.829825 120.000000 0.053873
19.249628 -4.185381 1.659698 -5.845080 120.000000 0.053888
19.267501 -4.208262 1.659698 -5.867960 120.000000 0.053901
19.285374 -4.231078 1.659698 -5.890777 120.000000 0.053911
19.303248 -4.243904 1.659698 -5.903603 120.000000 0.053921
19.321121 -4.239312 1.659698 -5.899010 120.000000 0.053932
19.338995 -4.219051 1.659698 -5.878750 120.000000 0.053945
19.356868 -4.195399 1.659698 -5.855098 120.000000 0.053962
19.374741 -4.183431 1.659698 -5.843130 120.000000 0.053981
19.392615 -4.190931 1.659698 -5.850629 120.000000 0.053998
19.410488 -4.214555 1.659698 -5.874254 120.000000 0.054013
19.428361 -4.241734 1.659698 -5.901433 120.000000 0.054024
19.446235 -4.256440 1.659698 -5.916138 120.000000 0.054033
19.464108 -4.249495 1.659698 -5.909194 120.000000 0.054043
19.481982 -4.225768 1.659698 -5.885467 120.000000 0.054056
19.499855 -4.196242 1.659698 -5.855940 120.000000 0.054071
19.517728 -4.167456 1.659698 -5.827155 120.000000 0.054090
19.535602 -4.145521 1.659698 -5.805219 120.000000 0.054111
19.553475 -4.134437 1.659698 -5.794135 120.000000 0.054133
19.571348 -4.134030 1.659698 -5.793728 120.000000 0.054153
19.589222 -4.147578 1.659698 -5.807277 120.000000 0.054170
19.607095 -4.177840 1.659698 -5.837538 120.000000 0.054182
19.624969 -4.221124 1.659698 -5.880822 120.000000 0.054186
19.642842 -4.274205 1.659698 -5.933903 120.000000 0.054183
19.660715 -4.330375 1.659698 -5.990074 120.000000 0.054171
19.678589 -4.374595 1.659698 -6.034294 120.000000 0.054152
19.696462 -4.395614 1.659698 -6.055312 120.000000 0.054131
19.714335 -4.395665 1.659698 -6.055364 120.000000 0.054109
19.732209 -4.383983 1.659698 -6.043682 120.000000 0.054089
19.750082 -4.367617 1.659698 -6.027315 120.000000 0.054071
19.767956 -4.351875 1.659698 -6.011573 120.000000 0.054056
19.785829 -4.341392 1.659698 -6.001090 120.000000 0.054042
19.803702 -4.339133 1.659698 -5.998832 120.000000 0.054029
19.821576 -4.346075 1.659698 -6.005773 120.000000 0.054016
19.839449 -4.357420 1.659698 -6.017119 120.000000 0.054002
19.857323 -4.361220 1.659698 -6.020918 120.000000 0.053988
19.875196 -4.348573 1.659698 -6.008272 120.000000 0.053976
19.893069 -4.325094 1.659698 -5.984792 120.000000 0.053969
19.910943 -4.305586 1.659698 -5.965285 120.000000 0.053965
19.928816 -4.293445 1.659698 -5.953143 120.000000 0.053963
19.946689 -4.276929 1.659698 -5.936627 120.000000 0.053966
19.964563 -4.247684 1.659698 -5.907382 120.000000 0.053974
19.982436 -4.210510 1.659698 -5.870208 120.000000 0.053988
20.000310 -4.177740 1.659698 -5.837438 120.000000 0.054007
20.018183 -4.158694 1.659698 -5.818393 120.000000 0.054029
20.036056 -4.153705 1.659698 -5.813403 120.000000 0.054053
20.053930 -4.155608 1.659698 -5.815306 120.000000 0.054076
20.071803 -4.154944 1.659698 -5.814643 120.000000 0.054099
20.089676 -4.145666 1.659698 -5.805365 120.000000 0.054123
20.107550 -4.127657 1.659698 -5.787356 120.000000 0.054149
20.125423 -4.104722 1.659698 -5.764421 120.000000 0.054176
20.143297 -4.083591 1.659698 -5.743289 120.000000 0.054206
20.161170 -4.074126 1.659698 -5.733824 120.000000 0.054236
20.179043 -4.085037 1.659698 -5.744736 120.000000 0.054263
20.196917 -4.116027 1.659698 -5.775725 120.000000 0.054286
20.214790 -4.153589 1.659698 -5.813287 120.000000 0.054304
20.232663 -4.183516 1.659698 -5.843214 120.000000 0.054317
20.250537 -4.204678 1.659698 -5.864376 120.000000 0.054328
20.268410 -4.222396 1.659698 -5.882095 120.000000 0.054336
20.286284 -4.237606 1.659698 -5.897305 120.000000 0.054343
20.304157 -4.248075 1.659698 -5.907774 120.000000 0.054349
20.322030 -4.253625 1.659698 -5.913324 120.000000 0.054355
20.339904 -4.254825 1.659698 -5.914523 120.000000 0.054362
20.357777 -4.249508 1.659698 -5.909206 120.000000 0.054370
20.375650 -4.234629 1.659698 -5.894327 120.000000 0.054380
20.393524 -4.211460 1.659698 -5.871159 120.000000 0.054394
20.411397 -4.188071 1.659698 -5.847770 120.000000 0.054411
20.429271 -4.175701 1.659698 -5.835399 120.000000 0.054430
20.447144 -4.181546 1.659698 -5.841244 120.000000 0.054448
20.465017 -4.203418 1.659698 -5.863117 120.000000 0.054463
20.482891 -4.230603 1.659698 -5.890301 120.000000 0.054475
20.500764 -4.251773 1.659698 -5.911472 120.000000 0.054483
20.518637 -4.261569 1.659698 -5.921268 120.000000 0.054490
20.536511 -4.260901 1.659698 -5.920599 120.000000 0.054498
20.554384 -4.253042 1.659698 -5.912741 120.000000 0.054506
20.572258 -4.238574 1.659698 -5.898273 120.000000 0.054517
20.590131 -4.214850 1.659698 -5.874548 120.000000 0.054530
20.608004 -4.181722 1.659698 -5.841421 120.000000 0.054549
20.625878 -4.147073 1.659698 -5.806771 120.000000 0.054571
20.643751 -4.124467 1.659698 -5.784166 120.000000 0.054597
20.661625 -4.123955 1.659698 -5.783653 120.000000 0.054622
20.679498 -4.145704 1.659698 -5.805403 120.000000 0.054644
20.697371 -4.173498 1.659698 -5.833196 120.000000 0.054663
20.715245 -4.181708 1.659698 -5.841406 120.000000 0.054680
20.733118 -4.159183 1.659698 -5.818881 120.000000 0.054700
20.750991 -4.115706 1.659698 -5.775404 120.000000 0.054725
20.768865 -4.073885 1.659698 -5.733584 120.000000 0.054755
20.786738 -4.055738 1.659698 -5.715437 120.000000 0.054786
20.804612 -4.067680 1.659698 -5.727379 120.000000 0.054816
20.822485 -4.097285 1.659698 -5.756983 120.000000 0.054842
20.840358 -4.128350 1.659698 -5.788049 120.000000 0.054863
20.858232 -4.155490 1.659698 -5.815189 120.000000 0.054880
20.876105 -4.184311 1.659698 -5.844009 120.000000 0.054894
20.893978 -4.220699 1.659698 -5.880398 120.000000 0.054902
20.911852 -4.260052 1.659698 -5.919750 120.000000 0.054906
20.929725 -4.290946 1.659698 -5.950644 120.000000 0.054905
20.947599 -4.307943 1.659698 -5.967641 120.000000 0.054902
20.965472 -4.314888 1.659698 -5.974586 120.000000 0.054898
20.983345 -4.317981 1.659698 -5.977680 120.000000 0.054894
21.001219 -4.319739 1.659698 -5.979437 120.000000 0.054890
21.019092 -4.320594 1.659698 -5.980292 120.000000 0.054886
21.036965 -4.319638 1.659698 -5.979336 120.000000 0.054882
21.054839 -4.313132 1.659698 -5.972831 120.000000 0.054880
21.072712 -4.297686 1.659698 -5.957385 120.000000 0.054879
21.090586 -4.275021 1.659698 -5.934719 120.000000 0.054881
21.108459 -4.253048 1.659698 -5.912746 120.000000 0.054886
21.126332 -4.243173 1.659698 -5.902871 120.000000 0.054892
21.144206 -4.254195 1.659698 -5.913894 120.000000 0.054897
21.162079 -4.285171 1.659698 -5.944870 120.000000 0.054898
21.179952 -4.323623 1.659698 -5.983321 120.000000 0.054894
21.197826 -4.353046 1.659698 -6.012744 120.000000 0.054887
21.215699 -4.363229 1.659698 -6.022927 120.000000 0.054879
21.233573 -4.354498 1.659698 -6.014196 120.000000 0.054872
21.251446 -4.335441 1.659698 -5.995140 120.000000 0.054867
21.269319 -4.317304 1.659698 -5.977002 120.000000 0.054865
21.287193 -4.307453 1.659698 -5.967152 120.000000 0.054863
21.305066 -4.305926 1.659698 -5.965624 120.000000 0.054862
21.322939 -4.307756 1.659698 -5.967455 120.000000 0.054861
21.340813 -4.306785 1.659698 -5.966483 120.000000 0.054860
21.358686 -4.296684 1.659698 -5.956382 120.000000 0.054860
21.376560 -4.273107 1.659698 -5.932805 120.000000 0.054863
21.394433 -4.237364 1.659698 -5.897062 120.000000 0.054870
21.412306 -4.196643 1.659698 -5.856341 120.000000 0.054883
21.430180 -4.160673 1.659698 -5.820371 120.000000 0.054900
21.448053 -4.137314 1.659698 -5.797013 120.000000 0.054919
21.465927 -4.129620 1.659698 -5.789319 120.000000 0.054940
21.483800 -4.135729 1.659698 -5.795428 120.000000 0.054961
21.501673 -4.149916 1.659698 -5.809615 120.000000 0.054979
21.519547 -4.163949 1.659698 -5.823648 120.000000 0.054997
21.537420 -4.170942 1.659698 -5.830640 120.000000 0.055014
21.555293 -4.170575 1.659698 -5.830273 120.000000 0.055030
21.573167 -4.169850 1.659698 -5.829548 120.000000 0.055047
21.591040 -4.178827 1.659698 -5.838526 120.000000 0.055063
21.608914 -4.203275 1.659698 -5.862973 120.000000 0.055076
21.626787 -4.239149 1.659698 -5.898847 120.000000 0.055085
21.644660 -4.276469 1.659698 -5.936167 120.000000 0.055090
21.662534 -4.307805 1.659698 -5.967503 120.000000 0.055090
21.680407 -4.330764 1.659698 -5.990463 120.000000 0.055087
21.698280 -4.345650 1.659698 -6.005348 120.000000 0.055082
21.716154 -4.353953 1.659698 -6.013651 120.000000 0.055076
21.734027 -4.357150 1.659698 -6.016848 120.000000 0.055070
21.751901 -4.355370 1.659698 -6.015069 120.000000 0.055063
21.769774 -4.349803 1.659698 -6.009502 120.000000 0.055057
21.787647 -4.345922 1.659698 -6.005620 120.000000 0.055051
21.805521 -4.351042 1.659698 -6.010740 120.000000 0.055045
21.823394 -4.365975 1.659698 -6.025673 120.000000 0.055037
21.841267 -4.381043 1.659698 -6.040741 120.000000 0.055027
21.859141 -4.383228 1.659698 -6.042926 120.000000 0.055018
21.877014 -4.365599 1.659698 -6.025297 120.000000 0.055011
21.894888 -4.330974 1.659698 -5.990672 120.000000 0.055008
21.912761 -4.290945 1.659698 -5.950643 120.000000 0.055010
21.930634 -4.262027 1.659698 -5.921726 120.000000 0.055016
21.948508 -4.256750 1.659698 -5.916448 120.000000 0.055023
21.966381 -4.273061 1.659698 -5.932760 120.000000 0.055028
21.984254 -4.296974 1.659698 -5.956672 120.000000 0.055031
22.002128 -4.315907 1.659698 -5.975605 120.000000 0.055031
22.020001 -4.322887 1.659698 -5.982586 120.000000 0.055030
22.037875 -4.312134 1.659698 -5.971832 120.000000 0.055031
22.055748 -4.277516 1.659698 -5.937215 120.000000 0.055035
22.073621 -4.219876 1.659698 -5.879574 120.000000 0.055045
22.091495 -4.164032 1.659698 -5.823730 120.000000 0.055061
22.109368 -4.148562 1.659698 -5.808260 120.000000 0.055078
22.127241 -4.170762 1.659698 -5.830460 120.000000 0.055092
22.145115 -4.200519 1.659698 -5.860217 120.000000 0.055101
22.162988 -4.223191 1.659698 -5.882890 120.000000 0.055106
22.180862 -4.236952 1.659698 -5.896651 120.000000 0.055108
22.198735 -4.242621 1.659698 -5.902319 120.000000 0.055109
22.216608 -4.241027 1.659698 -5.900726 120.000000 0.055110
22.234482 -4.234358 1.659698 -5.894056 120.000000 0.055111
22.252355 -4.226231 1.659698 -5.885930 120.000000 0.055113
22.270228 -4.220089 1.659698 -5.879787 120.000000 0.055117
22.288102 -4.211565 1.659698 -5.871264 120.000000 0.055122
22.305975 -4.192135 1.659698 -5.851833 120.000000 0.055131
22.323849 -4.164369 1.659698 -5.824068 120.000000 0.055144
22.341722 -4.138881 1.659698 -5.798579 120.000000 0.055160
22.359595 -4.121560 1.659698 -5.781258 120.000000 0.055180
22.377469 -4.113343 1.659698 -5.773041 120.000000 0.055201
22.395342 -4.114679 1.659698 -5.774378 120.000000 0.055222
22.413216 -4.128019 1.659698 -5.787717 120.000000 0.055242
22.431089 -4.153741 1.659698 -5.813440 120.000000 0.055258
22.448962 -4.182414 1.659698 -5.842113 120.000000 0.055271
22.466836 -4.202135 1.659698 -5.861834 120.000000 0.055281
22.484709 -4.210313 1.659698 -5.870012 120.000000 0.055290
22.502582 -4.211759 1.659698 -5.871457 120.000000 0.055298
22.520456 -4.209005 1.659698 -5.868704 120.000000 0.055306
22.538329 -4.204057 1.659698 -5.863755 120.000000 0.055314
22.556203 -4.207754 1.659698 -5.867452 120.000000 0.055321
22.574076 -4.230529 1.659698 -5.890227 120.000000 0.055326
22.591949 -4.266109 1.659698 -5.925807 120.000000 0.055327
22.609823 -4.295747 1.659698 -5.955445 120.000000 0.055325
22.627696 -4.305979 1.659698 -5.965677 120.000000 0.055323
22.645569 -4.297182 1.659698 -5.956880 120.000000 0.055322
22.663443 -4.279110 1.659698 -5.938808 120.000000 0.055323
22.681316 -4.259649 1.659698 -5.919347 120.000000 0.055328
22.699190 -4.239939 1.659698 -5.899638 120.000000 0.055335
22.717063 -4.223070 1.659698 -5.882768 120.000000 0.055345
22.734936 -4.217661 1.659698 -5.877359 120.000000 0.055356
22.752810 -4.224830 1.659698 -5.884528 120.000000 0.055367
22.770683 -4.232792 1.659698 -5.892490 120.000000 0.055378
22.788556 -4.234735 1.659698 -5.894433 120.000000 0.055390
22.806430 -4.239772 1.659698 -5.899470 120.000000 0.055402
22.824303 -4.257976 1.659698 -5.917675 120.000000 0.055413
22.842177 -4.280400 1.659698 -5.940098 120.000000 0.055422
22.860050 -4.286302 1.659698 -5.946001 120.000000 0.055432
22.877923 -4.266657 1.659698 -5.926356 120.000000 0.055445
22.895797 -4.233146 1.659698 -5.892845 120.000000 0.055461
22.913670 -4.204357 1.659698 -5.864055 120.000000 0.055481
22.931543 -4.189704 1.659698 -5.849402 120.000000 0.055502
22.949417 -4.190149 1.659698 -5.849848 120.000000 0.055523
22.967290 -4.202502 1.659698 -5.862200 120.000000 0.055541
22.985164 -4.225041 1.659698 -5.884739 120.000000 0.055556
23.003037 -4.256057 1.659698 -5.915755 120.000000 0.055566
23.020910 -4.289483 1.659698 -5.949181 120.000000 0.055570
23.038784 -4.319172 1.659698 -5.978870 120.000000 0.055569
23.056657 -4.343806 1.659698 -6.003504 120.000000 0.055563
23.074530 -4.366604 1.659698 -6.026302 120.000000 0.055553
23.092404 -4.393146 1.659698 -6.052844 120.000000 0.055538
23.110277 -4.429451 1.659698 -6.089149 120.000000 0.055518
23.128151 -4.476827 1.659698 -6.136526 120.000000 0.055490
23.146024 -4.527272 1.659698 -6.186971 120.000000 0.055456
23.163897 -4.568541 1.659698 -6.228239 120.000000 0.055417
23.181771 -4.590926 1.659698 -6.250625 120.000000 0.055374
23.199644 -4.589154 1.659698 -6.248852 120.000000 0.055332
23.217518 -4.564038 1.659698 -6.223736 120.000000 0.055293
23.235391 -4.527507 1.659698 -6.187206 120.000000 0.055259
23.253264 -4.500827 1.659698 -6.160526 120.000000 0.055228
23.271138 -4.493586 1.659698 -6.153285 120.000000 0.055200
23.289011 -4.494360 1.659698 -6.154058 120.000000 0.055173
23.306884 -4.490294 1.659698 -6.149992 120.000000 0.055148
23.324758 -4.476146 1.659698 -6.135844 120.000000 0.055126
23.342631 -4.449709 1.659698 -6.109407 120.000000 0.055109
23.360505 -4.410582 1.659698 -6.070280 120.000000 0.055098
23.378378 -4.361648 1.659698 -6.021346 120.000000 0.055095
23.396251 -4.309035 1.659698 -5.968734 120.000000 0.055099
23.414125 -4.259500 1.659698 -5.919198 120.000000 0.055111
23.431998 -4.217161 1.659698 -5.876859 120.000000 0.055128
23.449871 -4.184138 1.659698 -5.843836 120.000000 0.055151
23.467745 -4.165903 1.659698 -5.825601 120.000000 0.055176
23.485618 -4.172735 1.659698 -5.832433 120.000000 0.055200
23.503492 -4.208670 1.659698 -5.868369 120.000000 0.055221
23.521365 -4.260234 1.659698 -5.919932 120.000000 0.055235
23.539238 -4.305563 1.659698 -5.965261 120.000000 0.055245
23.557112 -4.331170 1.659698 -5.990868 120.000000 0.055251
23.574985 -4.335384 1.659698 -5.995082 120.000000 0.055255
23.592858 -4.324051 1.659698 -5.983750 120.000000 0.055261
23.610732 -4.306578 1.659698 -5.966276 120.000000 0.055267
23.628605 -4.290362 1.659698 -5.950060 120.000000 0.055275
23.646479 -4.276599 1.659698 -5.936298 120.000000 0.055283
23.664352 -4.263704 1.659698 -5.923402 120.000000 0.055292
23.682225 -4.252729 1.659698 -5.912428 120.000000 0.055302
23.700099 -4.247789 1.659698 -5.907487 120.000000 0.055312
23.717972 -4.251414 1.659698 -5.911112 120.000000 0.055321
23.735845 -4.260537 1.659698 -5.920236 120.000000 0.055329
23.753719 -4.269904 1.659698 -5.929603 120.000000 0.055335
23.771592 -4.277780 1.659698 -5.937479 120.000000 0.055339
23.789466 -4.284716 1.659698 -5.944414 120.000000 0.055342
23.807339 -4.288491 1.659698 -5.948189 120.000000 0.055344
23.825212 -4.283623 1.659698 -5.943321 120.000000 0.055346
23.843086 -4.266930 1.659698 -5.926628 120.000000 0.055350
23.860959 -4.242812 1.659698 -5.902510 120.000000 0.055355
23.878832 -4.219931 1.659698 -5.879629 120.000000 0.055363
23.896706 -4.201944 1.659698 -5.861642 120.000000 0.055372
23.914579 -4.185755 1.659698 -5.845454 120.000000 0.055382
23.932453 -4.170280 1.659698 -5.829978 120.000000 0.055393
23.950326 -4.162913 1.659698 -5.822612 120.000000 0.055405
23.968199 -4.175499 1.659698 -5.835198 120.000000 0.055413
23.986073 -4.212031 1.659698 -5.871729 120.000000 0.055417
24.003946 -4.262533 1.659698 -5.922231 120.000000 0.055414
24.021819 -4.312762 1.659698 -5.972460 120.000000 0.055405
24.039693 -4.354815 1.659698 -6.014514 120.000000 0.055390
24.057566 -4.386318 1.659698 -6.046017 120.000000 0.055371
24.075440 -4.404092 1.659698 -6.063791 120.000000 0.055350
24.093313 -4.403402 1.659698 -6.063100 120.000000 0.055328
24.111186 -4.384261 1.659698 -6.043960 120.000000 0.055309
24.129060 -4.353941 1.659698 -6.013639 120.000000 0.055294
24.146933 -4.320408 1.659698 -5.980107 120.000000 0.055284
24.164807 -4.283898 1.659698 -5.943596 120.000000 0.055278
24.182680 -4.236711 1.659698 -5.896409 120.000000 0.055279
24.200553 -4.176294 1.659698 -5.835992 120.000000 0.055287
24.218427 -4.117231 1.659698 -5.776930 120.000000 0.055301
24.236300 -4.081489 1.659698 -5.741187 120.000000 0.055320
24.254173 -4.078792 1.659698 -5.738490 120.000000 0.055340
24.272047 -4.102973 1.659698 -5.762672 120.000000 0.055356
24.289920 -4.139906 1.659698 -5.799604 120.000000 0.055369
24.307794 -4.173399 1.659698 -5.833097 120.000000 0.055379
24.325667 -4.187863 1.659698 -5.847561 120.000000 0.055386
24.343540 -4.174023 1.659698 -5.833721 120.000000 0.055396
24.361414 -4.134934 1.659698 -5.794632 120.000000 0.055409
24.379287 -4.089206 1.659698 -5.748904 120.000000 0.055427
24.397160 -4.064479 1.659698 -5.724178 120.000000 0.055447
24.415034 -4.075448 1.659698 -5.735146 120.000000 0.055467
24.432907 -4.112781 1.659698 -5.772479 120.000000 0.055482
24.450781 -4.159842 1.659698 -5.819541 120.000000 0.055492
24.468654 -4.204455 1.659698 -5.864154 120.000000 0.055498
24.486527 -4.236232 1.659698 -5.895930 120.000000 0.055500
24.504401 -4.247532 1.659698 -5.907230 120.000000 0.055502
24.522274 -4.236720 1.659698 -5.896418 120.000000 0.055505
24.540147 -4.208375 1.659698 -5.868073 120.000000 0.055512
24.558021 -4.172406 1.659698 -5.832104 120.000000 0.055523
24.575894 -4.140076 1.659698 -5.799774 120.000000 0.055539
24.593768 -4.115703 1.659698 -5.775401 120.000000 0.055558
24.611641 -4.094288 1.659698 -5.753986 120.000000 0.055581
24.629514 -4.070854 1.659698 -5.730553 120.000000 0.055606
24.647388 -4.050811 1.659698 -5.710510 120.000000 0.055634
24.665261 -4.047953 1.659698 -5.707652 120.000000 0.055663
24.683134 -4.068312 1.659698 -5.728010 120.000000 0.055690
24.701008 -4.100993 1.659698 -5.760691 120.000000 0.055715
24.718881 -4.128655 1.659698 -5.788353 120.000000 0.055736
24.736755 -4.143745 1.659698 -5.803443 120.000000 0.055756
24.754628 -4.151444 1.659698 -5.811142 120.000000 0.055775
24.772501 -4.161048 1.659698 -5.820746 120.000000 0.055794
24.790375 -4.177828 1.659698 -5.837527 120.000000 0.055810
24.808248 -4.199459 1.659698 -5.859158 120.000000 0.055824
24.826121 -4.217770 1.659698 -5.877469 120.000000 0.055836
24.843995 -4.225593 1.659698 -5.885292 120.000000 0.055847
24.861868 -4.223943 1.659698 -5.883641 120.000000 0.055859
24.879742 -4.221536 1.659698 -5.881235 120.000000 0.055870
24.897615 -4.223844 1.659698 -5.883542 120.000000 0.055880
24.915488 -4.225666 1.659698 -5.885365 120.000000 0.055891
24.933362 -4.217064 1.659698 -5.876762 120.000000 0.055901
24.951235 -4.192327 1.659698 -5.852026 120.000000 0.055914
24.969109 -4.154800 1.659698 -5.814499 120.000000 0.055930
24.986982 -4.118195 1.659698 -5.777893 120.000000 0.055950
25.004855 -4.102966 1.659698 -5.762664 120.000000 0.055970
25.022729 -4.123281 1.659698 -5.782980 120.000000 0.055988
25.040602 -4.174231 1.659698 -5.833929 120.000000 0.055999
25.058475 -4.235357 1.659698 -5.895056 120.000000 0.056004
25.076349 -4.284575 1.659698 -5.944273 120.000000 0.056004
25.094222 -4.310664 1.659698 -5.970363 120.000000 0.056000
25.112096 -4.315638 1.659698 -5.975337 120.000000 0.055995
25.129969 -4.308489 1.659698 -5.968187 120.000000 0.055990
25.147842 -4.297954 1.659698 -5.957652 120.000000 0.055986
25.165716 -4.286517 1.659698 -5.946215 120.000000 0.055984
25.183589 -4.271402 1.659698 -5.931101 120.000000 0.055983
25.201462 -4.252070 1.659698 -5.911768 120.000000 0.055984
25.219336 -4.233817 1.659698 -5.893515 120.000000 0.055987
25.237209 -4.222570 1.659698 -5.882268 120.000000 0.055992
25.255083 -4.216972 1.659698 -5.876670 120.000000 0.055997
25.272956 -4.209135 1.659698 -5.868833 120.000000 0.056003
25.290829 -4.196196 1.659698 -5.855894 120.000000 0.056009
25.308703 -4.185740 1.659698 -5.845438 120.000000 0.056017
25.326576 -4.185788 1.659698 -5.845486 120.000000 0.056023
25.344449 -4.196448 1.659698 -5.856146 120.000000 0.056028
25.362323 -4.213766 1.659698 -5.873465 120.000000 0.056030
25.380196 -4.232122 1.659698 -5.891821 120.000000 0.056029
25.398070 -4.245156 1.659698 -5.904855 120.000000 0.056026
25.415943 -4.252759 1.659698 -5.912457 120.000000 0.056021
25.433816 -4.262257 1.659698 -5.921956 120.000000 0.056014
25.451690 -4.281696 1.659698 -5.941394 120.000000 0.056004
25.469563 -4.312495 1.659698 -5.972194 120.000000 0.055991
25.487436 -4.347329 1.659698 -6.007027 120.000000 0.055973
25.505310 -4.375804 1.659698 -6.035503 120.000000 0.055953
25.523183 -4.391477 1.659698 -6.051175 120.000000 0.055930
25.541057 -4.392607 1.659698 -6.052305 120.000000 0.055908
25.558930 -4.378896 1.659698 -6.038594 120.000000 0.055888
25.576803 -4.350847 1.659698 -6.010545 120.000000 0.055871
25.594677 -4.310602 1.659698 -5.970300 120.000000 0.055859
25.612550 -4.261315 1.659698 -5.921014 120.000000 0.055853
25.630423 -4.207262 1.659698 -5.866961 120.000000 0.055854
25.648297 -4.156248 1.659698 -5.815946 120.000000 0.055861
25.666170 -4.118107 1.659698 -5.777805 120.000000 0.055873
25.684044 -4.098107 1.659698 -5.757806 120.000000 0.055888
25.701917 -4.094072 1.659698 -5.753770 120.000000 0.055905
25.719790 -4.100202 1.659698 -5.759900 120.000000 0.055922
25.737664 -4.111955 1.659698 -5.771654 120.000000 0.055938
25.755537 -4.127983 1.659698 -5.787682 120.000000 0.055954
25.773411 -4.148053 1.659698 -5.807751 120.000000 0.055968
25.791284 -4.168633 1.659698 -5.828331 120.000000 0.055980
25.809157 -4.183220 1.659698 -5.842918 120.000000 0.055991
25.827031 -4.188222 1.659698 -5.847920 120.000000 0.056002
25.844904 -4.183788 1.659698 -5.843487 120.000000 0.056013
25.862777 -4.170769 1.659698 -5.830468 120.000000 0.056026
25.880651 -4.151347 1.659698 -5.811045 120.000000 0.056041
25.898524 -4.130397 1.659698 -5.790095 120.000000 0.056058
25.916398 -4.114291 1.659698 -5.773989 120.000000 0.056077
25.934271 -4.109053 1.659698 -5.768751 120.000000 0.056096
25.952144 -4.116754 1.659698 -5.776453 120.000000 0.056114
25.970018 -4.132840 1.659698 -5.792539 120.000000 0.056131
25.987891 -4.150351 1.659698 -5.810050 120.000000 0.056145
26.005764 -4.165155 1.659698 -5.824853 120.000000 0.056157
26.023638 -4.177037 1.659698 -5.836735 120.000000 0.056168
26.041511 -4.189789 1.659698 -5.849487 120.000000 0.056177
26.059385 -4.206023 1.659698 -5.865721 120.000000 0.056184
26.077258 -4.221709 1.659698 -5.881407 120.000000 0.056189
26.095131 -4.232078 1.659698 -5.891776 120.000000 0.056194
26.113005 -4.237447 1.659698 -5.897145 120.000000 0.056197
26.130878 -4.239855 1.659698 -5.899554 120.000000 0.056200
26.148751 -4.241375 1.659698 -5.901074 120.000000 0.056203
26.166625 -4.245553 1.659698 -5.905251 120.000000 0.056205
26.184498 -4.254823 1.659698 -5.914521 120.000000 0.056205
26.202372 -4.270029 1.659698 -5.929727 120.000000 0.056204
26.220245 -4.291997 1.659698 -5.951695 120.000000 0.056200
26.238118 -4.320305 1.659698 -5.980003 120.000000 0.056193
26.255992 -4.350742 1.659698 -6.010440 120.000000 0.056183
26.273865 -4.375372 1.659698 -6.035070 120.000000 0.056170
26.291738 -4.385308 1.659698 -6.045006 120.000000 0.056156
26.309612 -4.374505 1.659698 -6.034203 120.000000 0.056142
26.327485 -4.342248 1.659698 -6.001947 120.000000 0.056132
26.345359 -4.293606 1.659698 -5.953304 120.000000 0.056127
26.363232 -4.240944 1.659698 -5.900643 120.000000 0.056128
26.381105 -4.199933 1.659698 -5.859632 120.000000 0.056133
26.398979 -4.171675 1.659698 -5.831374 120.000000 0.056142
26.416852 -4.140799 1.659698 -5.800498 120.000000 0.056155
26.434725 -4.098615 1.659698 -5.758313 120.000000 0.056173
26.452599 -4.053409 1.659698 -5.713107 120.000000 0.056195
26.470472 -4.023447 1.659698 -5.683146 120.000000 0.056221
26.488346 -4.020472 1.659698 -5.680170 120.000000 0.056247
26.506219 -4.036357 1.659698 -5.696055 120.000000 0.056273
26.524092 -4.052794 1.659698 -5.712492 120.000000 0.056297
26.541966 -4.058356 1.659698 -5.718054 120.000000 0.056321
26.559839 -4.054289 1.659698 -5.713987 120.000000 0.056346
26.577712 -4.051499 1.659698 -5.711197 120.000000 0.056371
26.595586 -4.059737 1.659698 -5.719435 120.000000 0.056395
26.613459 -4.077861 1.659698 -5.737559 120.000000 0.056418
26.631333 -4.097348 1.659698 -5.757047 120.000000 0.056440
26.649206 -4.111975 1.659698 -5.771674 120.000000 0.056460
26.667079 -4.122130 1.659698 -5.781828 120.000000 0.056480
