#i E KE PE T dT P Cv R2
15.907306 -0.038707 0.015372 -0.054080 123.233474 0.002045 0.062920 242.228306 1.136005
15.925179 -0.038715 0.015215 -0.053931 123.228517 0.002044 0.062937 242.188078 1.138238
15.943053 -0.038718 0.014980 -0.053698 123.221513 0.002045 0.062957 242.236461 1.140460
15.960926 -0.038708 0.014668 -0.053376 123.211796 0.002048 0.062980 242.447286 1.142675
15.978800 -0.038703 0.014407 -0.053110 123.199830 0.002055 0.063008 242.832460 1.144887
15.996673 -0.038695 0.014321 -0.053016 123.187135 0.002062 0.063036 243.283527 1.147101
16.014546 -0.038698 0.014495 -0.053192 123.175983 0.002068 0.063061 243.604616 1.149321
16.032420 -0.038713 0.014862 -0.053575 123.168047 0.002070 0.063080 243.704799 1.151549
16.050293 -0.038721 0.015192 -0.053913 123.162996 0.002069 0.063094 243.667864 1.153785
16.068166 -0.038720 0.015321 -0.054042 123.159080 0.002068 0.063107 243.593152 1.156029
16.086040 -0.038712 0.015232 -0.053944 123.154399 0.002067 0.063121 243.543484 1.158277
16.103913 -0.038701 0.015023 -0.053725 123.147921 0.002067 0.063139 243.568324 1.160525
16.121787 -0.038695 0.014839 -0.053534 123.139865 0.002069 0.063160 243.677637 1.162772
16.139660 -0.038696 0.014773 -0.053469 123.131257 0.002071 0.063182 243.821036 1.165016
16.157533 -0.038699 0.014835 -0.053534 123.123201 0.002073 0.063203 243.931128 1.167255
16.175407 -0.038702 0.014988 -0.053690 123.116486 0.002074 0.063223 243.968606 1.169491
16.193280 -0.038708 0.015178 -0.053886 123.111417 0.002073 0.063240 243.934088 1.171726
16.211153 -0.038715 0.015314 -0.054029 123.107529 0.002072 0.063255 243.859872 1.173965
16.229027 -0.038717 0.015305 -0.054021 123.103570 0.002071 0.063270 243.788091 1.176211
16.246900 -0.038708 0.015146 -0.053855 123.098260 0.002071 0.063287 243.763947 1.178468
16.264774 -0.038695 0.014966 -0.053661 123.091420 0.002071 0.063308 243.809543 1.180738
16.282647 -0.038690 0.014945 -0.053634 123.084410 0.002072 0.063328 243.864252 1.183022
16.300520 -0.038698 0.015147 -0.053845 123.079147 0.002072 0.063346 243.838942 1.185315
16.318394 -0.038707 0.015470 -0.054177 123.076655 0.002070 0.063359 243.731466 1.187617
16.336267 -0.038711 0.015764 -0.054474 123.076672 0.002068 0.063367 243.597117 1.189924
16.354141 -0.038711 0.015944 -0.054655 123.078230 0.002066 0.063372 243.468831 1.192237
16.372014 -0.038709 0.015991 -0.054701 123.080185 0.002063 0.063375 243.345183 1.194556
16.389887 -0.038707 0.015917 -0.054624 123.081507 0.002061 0.063379 243.215788 1.196881
16.407761 -0.038702 0.015769 -0.054471 123.081563 0.002059 0.063384 243.083081 1.199211
16.425634 -0.038696 0.015624 -0.054321 123.080393 0.002057 0.063390 242.958125 1.201546
16.443507 -0.038694 0.015565 -0.054259 123.078719 0.002055 0.063396 242.839687 1.203890
16.461381 -0.038696 0.015631 -0.054327 123.077609 0.002053 0.063400 242.714919 1.206245
16.479254 -0.038700 0.015806 -0.054506 123.077982 0.002051 0.063399 242.583737 1.208613
16.497128 -0.038704 0.016037 -0.054741 123.080305 0.002049 0.063394 242.467995 1.210996
16.515001 -0.038712 0.016248 -0.054960 123.084408 0.002047 0.063384 242.390181 1.213393
16.532874 -0.038717 0.016340 -0.055056 123.089274 0.002046 0.063372 242.335712 1.215801
16.550748 -0.038714 0.016245 -0.054959 123.093328 0.002045 0.063361 242.257199 1.218220
16.568621 -0.038710 0.015988 -0.054698 123.095217 0.002043 0.063354 242.137058 1.220647
16.586494 -0.038711 0.015626 -0.054337 123.094058 0.002041 0.063353 242.015263 1.223082
16.604368 -0.038714 0.015171 -0.053884 123.089078 0.002040 0.063360 241.985466 1.225523
16.622241 -0.038708 0.014639 -0.053347 123.079648 0.002044 0.063376 242.195263 1.227970
16.640115 -0.038691 0.014163 -0.052854 123.066251 0.002053 0.063400 242.741138 1.230425
16.657988 -0.038680 0.013989 -0.052669 123.051427 0.002065 0.063428 243.439546 1.232886
16.675861 -0.038692 0.014257 -0.052950 123.038878 0.002073 0.063453 243.909570 1.235357
16.693735 -0.038714 0.014800 -0.053514 123.030892 0.002075 0.063470 244.027852 1.237839
16.711608 -0.038724 0.015305 -0.054029 123.027128 0.002074 0.063481 243.955541 1.240335
16.729481 -0.038722 0.015580 -0.054302 123.025669 0.002072 0.063487 243.834638 1.242851
16.747355 -0.038714 0.015627 -0.054340 123.024600 0.002070 0.063493 243.709732 1.245391
16.765228 -0.038705 0.015559 -0.054264 123.022973 0.002068 0.063500 243.591876 1.247960
16.783102 -0.038704 0.015499 -0.054204 123.020852 0.002066 0.063507 243.482198 1.250559
16.800975 -0.038711 0.015465 -0.054176 123.018450 0.002064 0.063516 243.378114 1.253186
16.818848 -0.038715 0.015383 -0.054098 123.015370 0.002063 0.063526 243.289412 1.255838
16.836722 -0.038712 0.015205 -0.053917 123.010824 0.002062 0.063538 243.245149 1.258512
16.854595 -0.038704 0.014971 -0.053675 123.004355 0.002062 0.063554 243.283076 1.261201
16.872468 -0.038694 0.014799 -0.053493 122.996475 0.002064 0.063571 243.398903 1.263902
16.890342 -0.038690 0.014821 -0.053511 122.988798 0.002066 0.063588 243.503052 1.266611
16.908215 -0.038694 0.015090 -0.053784 122.983351 0.002066 0.063601 243.494544 1.269322
16.926089 -0.038702 0.015535 -0.054237 122.981584 0.002064 0.063606 243.380493 1.272032
16.943962 -0.038710 0.016022 -0.054732 122.983831 0.002062 0.063603 243.265994 1.274744
16.961835 -0.038715 0.016418 -0.055133 122.989324 0.002062 0.063594 243.238665 1.277462
16.979709 -0.038716 0.016632 -0.055349 122.996567 0.002063 0.063582 243.290970 1.280196
16.997582 -0.038712 0.016652 -0.055364 123.003956 0.002064 0.063568 243.351231 1.282953
17.015455 -0.038705 0.016543 -0.055248 123.010433 0.002064 0.063556 243.366431 1.285742
17.033329 -0.038700 0.016412 -0.055111 123.015822 0.002063 0.063545 243.335942 1.288567
17.051202 -0.038698 0.016352 -0.055050 123.020714 0.002062 0.063536 243.287660 1.291436
17.069076 -0.038701 0.016400 -0.055102 123.025990 0.002062 0.063525 243.253446 1.294351
17.086949 -0.038709 0.016512 -0.055221 123.032164 0.002062 0.063513 243.256178 1.297318
17.104822 -0.038716 0.016589 -0.055305 123.038954 0.002062 0.063500 243.287861 1.300338
17.122696 -0.038718 0.016541 -0.055260 123.045344 0.002063 0.063489 243.300800 1.303411
17.140569 -0.038713 0.016348 -0.055061 123.050145 0.002062 0.063480 243.250530 1.306532
17.158442 -0.038702 0.016103 -0.054805 123.052946 0.002060 0.063476 243.147504 1.309694
17.176316 -0.038705 0.015935 -0.054640 123.054376 0.002058 0.063476 243.025802 1.312888
17.194189 -0.038718 0.015815 -0.054534 123.054836 0.002056 0.063477 242.899532 1.316105
17.212063 -0.038724 0.015585 -0.054309 123.053428 0.002054 0.063484 242.783969 1.319332
17.229936 -0.038719 0.015160 -0.053880 123.048588 0.002053 0.063496 242.755941 1.322559
17.247809 -0.038705 0.014627 -0.053332 123.039444 0.002057 0.063517 242.962882 1.325772
17.265683 -0.038689 0.014201 -0.052890 123.026879 0.002065 0.063543 243.457944 1.328959
17.283556 -0.038683 0.014116 -0.052799 123.013654 0.002075 0.063571 244.021536 1.332111
17.301430 -0.038691 0.014455 -0.053146 123.003191 0.002080 0.063593 244.332483 1.335218
17.319303 -0.038704 0.015099 -0.053803 122.997932 0.002080 0.063605 244.320801 1.338275
17.337176 -0.038716 0.015828 -0.054544 122.998548 0.002078 0.063605 244.193218 1.341282
17.355050 -0.038723 0.016432 -0.055155 123.004016 0.002077 0.063597 244.169149 1.344241
17.372923 -0.038724 0.016767 -0.055492 123.012163 0.002079 0.063583 244.279708 1.347155
17.390796 -0.038719 0.016796 -0.055515 123.020525 0.002081 0.063568 244.403800 1.350028
17.408670 -0.038709 0.016593 -0.055302 123.027242 0.002082 0.063556 244.436182 1.352865
17.426543 -0.038700 0.016307 -0.055007 123.031654 0.002081 0.063548 244.374752 1.355668
17.444417 -0.038700 0.016071 -0.054771 123.034172 0.002079 0.063543 244.266953 1.358444
17.462290 -0.038708 0.015903 -0.054611 123.035345 0.002077 0.063541 244.143117 1.361201
17.480163 -0.038710 0.015735 -0.054444 123.035172 0.002075 0.063541 244.017197 1.363949
17.498037 -0.038705 0.015554 -0.054259 123.033561 0.002073 0.063544 243.904416 1.366704
17.515910 -0.038706 0.015413 -0.054119 123.030827 0.002071 0.063550 243.813018 1.369484
17.533783 -0.038712 0.015298 -0.054010 123.027186 0.002070 0.063558 243.746002 1.372301
17.551657 -0.038709 0.015156 -0.053865 123.022424 0.002070 0.063568 243.717813 1.375163
17.569530 -0.038699 0.015024 -0.053723 123.016626 0.002070 0.063581 243.734137 1.378069
17.587404 -0.038694 0.015029 -0.053723 123.010884 0.002070 0.063595 243.748165 1.381019
17.605277 -0.038703 0.015218 -0.053921 123.006644 0.002069 0.063605 243.701420 1.384016
17.623150 -0.038715 0.015458 -0.054173 123.004312 0.002068 0.063611 243.602635 1.387063
17.641024 -0.038715 0.015583 -0.054298 123.002972 0.002066 0.063616 243.488110 1.390161
17.658897 -0.038707 0.015559 -0.054266 123.001445 0.002064 0.063619 243.376397 1.393312
17.676770 -0.038700 0.015469 -0.054170 122.999217 0.002062 0.063624 243.276597 1.396514
17.694644 -0.038699 0.015397 -0.054096 122.996421 0.002061 0.063628 243.189273 1.399762
17.712517 -0.038696 0.015375 -0.054071 122.993457 0.002059 0.063633 243.106358 1.403051
17.730391 -0.038692 0.015438 -0.054130 122.990994 0.002058 0.063636 243.012198 1.406371
17.748264 -0.038694 0.015625 -0.054319 122.990008 0.002056 0.063636 242.895716 1.409714
17.766137 -0.038702 0.015909 -0.054610 122.991248 0.002054 0.063631 242.777395 1.413072
17.784011 -0.038708 0.016184 -0.054892 122.994648 0.002052 0.063622 242.694019 1.416435
17.801884 -0.038708 0.016365 -0.055072 122.999454 0.002052 0.063610 242.652888 1.419795
17.819757 -0.038702 0.016451 -0.055154 123.004928 0.002051 0.063597 242.637344 1.423147
17.837631 -0.038699 0.016510 -0.055209 123.010853 0.002052 0.063582 242.641131 1.426490
17.855504 -0.038700 0.016594 -0.055293 123.017416 0.002052 0.063566 242.674880 1.429827
17.873378 -0.038704 0.016690 -0.055394 123.024715 0.002053 0.063548 242.747159 1.433160
17.891251 -0.038709 0.016738 -0.055447 123.032374 0.002055 0.063530 242.839973 1.436491
17.909124 -0.038710 0.016677 -0.055387 123.039546 0.002056 0.063513 242.905854 1.439819
17.926998 -0.038706 0.016500 -0.055206 123.045325 0.002056 0.063499 242.904166 1.443139
17.944871 -0.038699 0.016270 -0.054969 123.049307 0.002055 0.063487 242.837672 1.446447
17.962744 -0.038696 0.016083 -0.054779 123.051831 0.002053 0.063478 242.737230 1.449737
17.980618 -0.038697 0.015993 -0.054690 123.053647 0.002051 0.063471 242.626497 1.453005
17.998491 -0.038699 0.015993 -0.054692 123.055464 0.002049 0.063463 242.516113 1.456246
18.016365 -0.038700 0.016058 -0.054759 123.057783 0.002048 0.063454 242.413203 1.459455
18.034238 -0.038702 0.016161 -0.054863 123.060888 0.002046 0.063443 242.325795 1.462631
18.052111 -0.038704 0.016272 -0.054975 123.064843 0.002045 0.063430 242.260487 1.465769
18.069985 -0.038705 0.016365 -0.055070 123.069512 0.002044 0.063415 242.218197 1.468866
18.087858 -0.038706 0.016423 -0.055129 123.074616 0.002044 0.063400 242.191997 1.471922
18.105732 -0.038709 0.016424 -0.055133 123.079718 0.002043 0.063385 242.165938 1.474936
18.123605 -0.038711 0.016340 -0.055051 123.084166 0.002043 0.063370 242.116881 1.477908
18.141478 -0.038709 0.016158 -0.054868 123.087209 0.002041 0.063359 242.029514 1.480839
18.159352 -0.038702 0.015926 -0.054628 123.088462 0.002039 0.063350 241.915735 1.483733
18.177225 -0.038694 0.015761 -0.054455 123.088443 0.002037 0.063345 241.798600 1.486593
18.195098 -0.038695 0.015770 -0.054464 123.088494 0.002035 0.063339 241.681684 1.489423
18.212972 -0.038702 0.015944 -0.054646 123.089876 0.002033 0.063332 241.570030 1.492227
18.230845 -0.038705 0.016185 -0.054890 123.093103 0.002032 0.063321 241.488550 1.495012
18.248719 -0.038703 0.016433 -0.055136 123.098217 0.002031 0.063308 241.465514 1.497781
18.266592 -0.038703 0.016681 -0.055384 123.105211 0.002033 0.063291 241.528661 1.500541
18.284465 -0.038707 0.016911 -0.055618 123.113951 0.002035 0.063272 241.696935 1.503295
18.302339 -0.038710 0.017074 -0.055784 123.123912 0.002040 0.063251 241.953479 1.506048
18.320212 -0.038710 0.017122 -0.055831 123.134216 0.002045 0.063229 242.237707 1.508801
18.338085 -0.038707 0.017054 -0.055761 123.143986 0.002049 0.063209 242.481002 1.511557
18.355959 -0.038704 0.016911 -0.055615 123.152649 0.002052 0.063191 242.645844 1.514316
18.373832 -0.038703 0.016737 -0.055441 123.159981 0.002053 0.063176 242.728590 1.517078
18.391706 -0.038701 0.016566 -0.055268 123.166001 0.002053 0.063165 242.744196 1.519845
18.409579 -0.038697 0.016441 -0.055138 123.171058 0.002053 0.063155 242.719238 1.522615
18.427452 -0.038695 0.016418 -0.055114 123.175936 0.002052 0.063146 242.687726 1.525390
18.445326 -0.038700 0.016513 -0.055213 123.181519 0.002052 0.063137 242.684651 1.528167
18.463199 -0.038708 0.016651 -0.055359 123.188131 0.002053 0.063126 242.730061 1.530947
18.481072 -0.038714 0.016715 -0.055428 123.195213 0.002054 0.063115 242.800633 1.533726
18.498946 -0.038715 0.016620 -0.055336 123.201571 0.002055 0.063105 242.833776 1.536501
18.516819 -0.038715 0.016341 -0.055056 123.205818 0.002054 0.063100 242.781158 1.539266
18.534693 -0.038710 0.015907 -0.054617 123.206789 0.002052 0.063101 242.666476 1.542018
18.552566 -0.038702 0.015408 -0.054111 123.204010 0.002051 0.063108 242.586759 1.544751
18.570439 -0.038695 0.014983 -0.053678 123.198043 0.002051 0.063120 242.625863 1.547463
18.588313 -0.038692 0.014762 -0.053453 123.190425 0.002054 0.063136 242.758986 1.550152
18.606186 -0.038694 0.014806 -0.053500 123.183156 0.002055 0.063150 242.870786 1.552817
18.624059 -0.038701 0.015085 -0.053786 123.177986 0.002055 0.063159 242.872973 1.555460
18.641933 -0.038707 0.015488 -0.054195 123.175841 0.002054 0.063163 242.779742 1.558085
18.659806 -0.038707 0.015909 -0.054617 123.176851 0.002052 0.063161 242.666104 1.560697
18.677680 -0.038705 0.016313 -0.055019 123.180876 0.002051 0.063154 242.608389 1.563301
18.695553 -0.038709 0.016683 -0.055392 123.187645 0.002052 0.063141 242.665776 1.565908
18.713426 -0.038715 0.016944 -0.055659 123.196353 0.002055 0.063125 242.841544 1.568523
18.731300 -0.038716 0.017012 -0.055728 123.205546 0.002058 0.063109 243.052206 1.571151
18.749173 -0.038714 0.016859 -0.055573 123.213585 0.002061 0.063095 243.184445 1.573791
18.767046 -0.038710 0.016529 -0.055238 123.219155 0.002061 0.063086 243.184352 1.576441
18.784920 -0.038706 0.016096 -0.054802 123.221501 0.002059 0.063083 243.086441 1.579095
18.802793 -0.038704 0.015639 -0.054343 123.220454 0.002057 0.063087 242.977499 1.581748
18.820667 -0.038703 0.015218 -0.053922 123.216294 0.002057 0.063096 242.941325 1.584398
18.838540 -0.038702 0.014868 -0.053570 123.209548 0.002058 0.063110 243.026047 1.587041
18.856413 -0.038696 0.014629 -0.053325 123.201048 0.002061 0.063127 243.224453 1.589676
18.874287 -0.038689 0.014590 -0.053279 123.192273 0.002065 0.063144 243.443626 1.592307
18.892160 -0.038690 0.014829 -0.053519 123.185282 0.002067 0.063157 243.543592 1.594937
18.910034 -0.038697 0.015326 -0.054023 123.181965 0.002066 0.063162 243.479967 1.597571
18.927907 -0.038707 0.015951 -0.054658 123.183262 0.002064 0.063159 243.368878 1.600214
18.945780 -0.038713 0.016549 -0.055262 123.188958 0.002064 0.063146 243.376565 1.602873
18.963654 -0.038715 0.016999 -0.055714 123.197950 0.002067 0.063127 243.578607 1.605549
18.981527 -0.038715 0.017243 -0.055958 123.208719 0.002073 0.063104 243.923624 1.608241
18.999400 -0.038713 0.017278 -0.055990 123.219721 0.002079 0.063080 244.290450 1.610948
19.017274 -0.038709 0.017136 -0.055846 123.229664 0.002084 0.063057 244.567685 1.613663
19.035147 -0.038703 0.016887 -0.055590 123.237764 0.002086 0.063036 244.709660 1.616382
19.053021 -0.038696 0.016637 -0.055333 123.244020 0.002087 0.063018 244.744375 1.619098
19.070894 -0.038692 0.016504 -0.055195 123.249290 0.002087 0.063002 244.733478 1.621808
19.088767 -0.038696 0.016541 -0.055237 123.254824 0.002087 0.062985 244.734303 1.624509
19.106641 -0.038705 0.016689 -0.055394 123.261422 0.002088 0.062966 244.787628 1.627202
19.124514 -0.038712 0.016809 -0.055522 123.268887 0.002089 0.062946 244.890861 1.629887
19.142387 -0.038716 0.016782 -0.055498 123.276142 0.002091 0.062926 244.981709 1.632570
19.160261 -0.038719 0.016545 -0.055264 123.281659 0.002091 0.062910 244.982375 1.635254
19.178134 -0.038718 0.016086 -0.054804 123.283830 0.002089 0.062899 244.881135 1.637942
19.196008 -0.038702 0.015493 -0.054195 123.281684 0.002088 0.062896 244.788505 1.640638
19.213881 -0.038673 0.015067 -0.053740 123.276454 0.002088 0.062898 244.798802 1.643345
19.231754 -0.038675 0.015189 -0.053864 123.272117 0.002087 0.062898 244.771245 1.646066
19.249628 -0.038703 0.015842 -0.054545 123.272514 0.002085 0.062890 244.655153 1.648804
19.267501 -0.038722 0.016637 -0.055359 123.278670 0.002086 0.062870 244.687876 1.651561
19.285374 -0.038726 0.017244 -0.055970 123.289198 0.002092 0.062843 245.022467 1.654339
19.303248 -0.038722 0.017534 -0.056256 123.301806 0.002101 0.062811 245.559736 1.657135
19.321121 -0.038715 0.017529 -0.056244 123.314351 0.002109 0.062779 246.092767 1.659948
19.338995 -0.038708 0.017315 -0.056023 123.325335 0.002116 0.062749 246.472463 1.662774
19.356868 -0.038700 0.017012 -0.055712 123.334113 0.002119 0.062724 246.669049 1.665607
19.374741 -0.038695 0.016738 -0.055433 123.340903 0.002120 0.062702 246.735937 1.668445
19.392615 -0.038696 0.016565 -0.055261 123.346436 0.002120 0.062683 246.738453 1.671286
19.410488 -0.038701 0.016487 -0.055189 123.351402 0.002120 0.062666 246.716478 1.674133
19.428361 -0.038708 0.016439 -0.055146 123.356008 0.002119 0.062649 246.680532 1.676985
19.446235 -0.038711 0.016336 -0.055047 123.359868 0.002118 0.062635 246.618914 1.679847
19.464108 -0.038707 0.016149 -0.054856 123.362385 0.002116 0.062623 246.523083 1.682719
19.481982 -0.038701 0.015942 -0.054643 123.363416 0.002115 0.062615 246.407725 1.685606
19.499855 -0.038703 0.015789 -0.054492 123.363348 0.002113 0.062608 246.290372 1.688507
19.517728 -0.038706 0.015679 -0.054385 123.362496 0.002111 0.062603 246.178107 1.691424
19.535602 -0.038705 0.015574 -0.054280 123.360897 0.002109 0.062599 246.075665 1.694356
19.553475 -0.038702 0.015477 -0.054179 123.358610 0.002108 0.062597 245.986569 1.697300
19.571348 -0.038698 0.015435 -0.054133 123.356025 0.002106 0.062594 245.904679 1.700254
19.589222 -0.038699 0.015493 -0.054192 123.353860 0.002105 0.062592 245.813498 1.703215
19.607095 -0.038703 0.015642 -0.054344 123.352754 0.002103 0.062587 245.705326 1.706182
19.624969 -0.038704 0.015828 -0.054532 123.352972 0.002101 0.062580 245.589620 1.709153
19.642842 -0.038703 0.016023 -0.054726 123.354577 0.002099 0.062570 245.482384 1.712130
19.660715 -0.038704 0.016222 -0.054926 123.357588 0.002098 0.062558 245.400841 1.715112
19.678589 -0.038708 0.016398 -0.055105 123.361840 0.002097 0.062545 245.356275 1.718097
19.696462 -0.038711 0.016504 -0.055214 123.366835 0.002097 0.062530 245.340351 1.721083
19.714335 -0.038711 0.016504 -0.055215 123.371826 0.002097 0.062516 245.324484 1.724065
19.732209 -0.038707 0.016412 -0.055118 123.376153 0.002096 0.062503 245.283180 1.727039
19.750082 -0.038702 0.016290 -0.054993 123.379614 0.002095 0.062492 245.214441 1.730002
19.767956 -0.038704 0.016199 -0.054903 123.382423 0.002093 0.062483 245.129426 1.732954
19.785829 -0.038709 0.016125 -0.054834 123.384707 0.002092 0.062476 245.034080 1.735900
19.803702 -0.038710 0.016013 -0.054723 123.386197 0.002090 0.062471 244.927547 1.738848
19.821576 -0.038708 0.015842 -0.054550 123.386484 0.002088 0.062468 244.814423 1.741805
19.839449 -0.038703 0.015654 -0.054357 123.385448 0.002086 0.062468 244.708619 1.744779
19.857323 -0.038700 0.015514 -0.054214 123.383432 0.002085 0.062470 244.618134 1.747771
19.875196 -0.038699 0.015476 -0.054175 123.381154 0.002083 0.062473 244.533352 1.750783
19.893069 -0.038698 0.015565 -0.054263 123.379505 0.002082 0.062475 244.436779 1.753812
19.910943 -0.038696 0.015791 -0.054488 123.379440 0.002080 0.062473 244.325422 1.756853
19.928816 -0.038700 0.016145 -0.054845 123.381850 0.002078 0.062467 244.234757 1.759899
19.946689 -0.038709 0.016552 -0.055261 123.387104 0.002078 0.062455 244.233892 1.762945
19.964563 -0.038718 0.016866 -0.055584 123.394537 0.002080 0.062439 244.349903 1.765983
19.982436 -0.038722 0.016941 -0.055664 123.402486 0.002083 0.062422 244.500011 1.769011
20.000310 -0.038721 0.016715 -0.055437 123.408845 0.002084 0.062409 244.553654 1.772027
20.018183 -0.038715 0.016219 -0.054934 123.411737 0.002082 0.062402 244.473441 1.775032
20.036056 -0.038703 0.015575 -0.054279 123.410143 0.002081 0.062404 244.376945 1.778027
20.053930 -0.038690 0.014988 -0.053678 123.404465 0.002082 0.062414 244.419542 1.781013
20.071803 -0.038686 0.014658 -0.053344 123.396505 0.002085 0.062429 244.604283 1.783990
20.089676 -0.038691 0.014652 -0.053344 123.388521 0.002088 0.062445 244.791268 1.786959
20.107550 -0.038697 0.014903 -0.053600 123.382287 0.002089 0.062457 244.864864 1.789923
20.125423 -0.038704 0.015300 -0.054004 123.378815 0.002088 0.062466 244.814259 1.792882
20.143297 -0.038713 0.015719 -0.054432 123.378254 0.002086 0.062468 244.705896 1.795840
20.161170 -0.038720 0.016023 -0.054743 123.379796 0.002085 0.062467 244.602715 1.798799
20.179043 -0.038722 0.016104 -0.054825 123.381892 0.002083 0.062465 244.507652 1.801761
20.196917 -0.038713 0.015954 -0.054667 123.382949 0.002081 0.062464 244.400413 1.804731
20.214790 -0.038698 0.015708 -0.054406 123.382309 0.002079 0.062466 244.293742 1.807712
20.232663 -0.038693 0.015567 -0.054260 123.380698 0.002078 0.062469 244.199004 1.810710
20.250537 -0.038701 0.015603 -0.054304 123.379338 0.002076 0.062471 244.100725 1.813733
20.268410 -0.038711 0.015711 -0.054422 123.378725 0.002074 0.062472 243.994670 1.816787
20.286284 -0.038713 0.015757 -0.054470 123.378427 0.002073 0.062472 243.887000 1.819879
20.304157 -0.038707 0.015701 -0.054408 123.377746 0.002071 0.062472 243.782039 1.823016
20.322030 -0.038698 0.015621 -0.054319 123.376516 0.002069 0.062473 243.683094 1.826198
20.339904 -0.038693 0.015642 -0.054335 123.375430 0.002067 0.062473 243.582662 1.829425
20.357777 -0.038699 0.015818 -0.054517 123.375553 0.002066 0.062470 243.474929 1.832689
20.375650 -0.038709 0.016072 -0.054781 123.377414 0.002064 0.062464 243.379332 1.835981
20.393524 -0.038715 0.016261 -0.054976 123.380569 0.002063 0.062456 243.310233 1.839290
20.411397 -0.038711 0.016309 -0.055020 123.384040 0.002062 0.062447 243.250044 1.842605
20.429271 -0.038703 0.016253 -0.054955 123.387123 0.002061 0.062439 243.179561 1.845914
20.447144 -0.038697 0.016201 -0.054898 123.389847 0.002059 0.062432 243.100750 1.849212
20.465017 -0.038699 0.016228 -0.054927 123.392751 0.002058 0.062426 243.026329 1.852497
20.482891 -0.038705 0.016314 -0.055020 123.396238 0.002057 0.062420 242.967566 1.855768
20.500764 -0.038709 0.016382 -0.055091 123.400179 0.002056 0.062413 242.923104 1.859027
20.518637 -0.038707 0.016382 -0.055090 123.404116 0.002056 0.062408 242.878728 1.862276
20.536511 -0.038704 0.016333 -0.055037 123.407713 0.002055 0.062405 242.823798 1.865517
20.554384 -0.038705 0.016269 -0.054974 123.410864 0.002053 0.062404 242.756607 1.868752
20.572258 -0.038708 0.016180 -0.054888 123.413409 0.002052 0.062405 242.675439 1.871983
20.590131 -0.038709 0.016031 -0.054740 123.414940 0.002050 0.062408 242.578103 1.875209
20.608004 -0.038707 0.015816 -0.054523 123.415015 0.002049 0.062416 242.473470 1.878431
20.625878 -0.038703 0.015579 -0.054283 123.413491 0.002047 0.062427 242.382540 1.881651
20.643751 -0.038701 0.015382 -0.054083 123.410635 0.002046 0.062441 242.320425 1.884872
20.661625 -0.038703 0.015258 -0.053961 123.406948 0.002045 0.062457 242.284355 1.888096
20.679498 -0.038704 0.015203 -0.053907 123.402894 0.002045 0.062474 242.261843 1.891329
20.697371 -0.038703 0.015204 -0.053907 123.398859 0.002045 0.062491 242.238789 1.894576
20.715245 -0.038701 0.015277 -0.053978 123.395319 0.002044 0.062507 242.198213 1.897840
20.733118 -0.038698 0.015451 -0.054150 123.392957 0.002043 0.062520 242.124484 1.901129
20.750991 -0.038697 0.015756 -0.054454 123.392650 0.002041 0.062529 242.022487 1.904447
20.768865 -0.038702 0.016190 -0.054892 123.395254 0.002040 0.062532 241.944985 1.907799
20.786738 -0.038711 0.016672 -0.055383 123.401086 0.002040 0.062528 241.983192 1.911184
20.804612 -0.038720 0.017055 -0.055774 123.409474 0.002044 0.062519 242.179449 1.914598
20.822485 -0.038722 0.017211 -0.055933 123.418893 0.002048 0.062507 242.456660 1.918028
20.840358 -0.038719 0.017098 -0.055817 123.427540 0.002052 0.062495 242.673226 1.921460
20.858232 -0.038710 0.016770 -0.055480 123.433981 0.002053 0.062487 242.744323 1.924883
20.876105 -0.038698 0.016370 -0.055068 123.437739 0.002052 0.062482 242.697282 1.928295
20.893978 -0.038692 0.016077 -0.054768 123.439533 0.002051 0.062481 242.605013 1.931700
20.911852 -0.038696 0.015986 -0.054682 123.440716 0.002049 0.062480 242.505986 1.935105
20.929725 -0.038705 0.016041 -0.054746 123.442270 0.002048 0.062478 242.411082 1.938516
20.947599 -0.038708 0.016127 -0.054835 123.444392 0.002046 0.062475 242.324747 1.941938
20.965472 -0.038707 0.016181 -0.054888 123.446867 0.002045 0.062471 242.245289 1.945375
20.983345 -0.038706 0.016202 -0.054908 123.449477 0.002043 0.062467 242.168920 1.948830
21.001219 -0.038705 0.016208 -0.054913 123.452124 0.002042 0.062463 242.093585 1.952305
21.019092 -0.038704 0.016221 -0.054925 123.454853 0.002041 0.062458 242.020317 1.955799
21.036965 -0.038706 0.016252 -0.054958 123.457783 0.002040 0.062453 241.952011 1.959311
21.054839 -0.038710 0.016275 -0.054985 123.460859 0.002039 0.062447 241.887610 1.962840
21.072712 -0.038711 0.016252 -0.054962 123.463778 0.002038 0.062441 241.819451 1.966384
21.090586 -0.038713 0.016169 -0.054881 123.466141 0.002036 0.062435 241.739309 1.969940
21.108459 -0.038717 0.015999 -0.054716 123.467382 0.002035 0.062431 241.643265 1.973505
21.126332 -0.038709 0.015733 -0.054441 123.466860 0.002033 0.062430 241.545119 1.977079
21.144206 -0.038698 0.015493 -0.054190 123.464756 0.002032 0.062431 241.469053 1.980658
21.162079 -0.038712 0.015389 -0.054101 123.461973 0.002031 0.062432 241.409524 1.984238
21.179952 -0.038721 0.015287 -0.054009 123.458526 0.002030 0.062434 241.370191 1.987814
21.197826 -0.038706 0.015087 -0.053793 123.453767 0.002030 0.062437 241.382352 1.991382
