#i E KE PE T dT P Cv R2
5.290520 -0.038683 0.014610 -0.053293 123.973850 0.001610 0.059696 219.178209 0.277535
5.308393 -0.038694 0.014968 -0.053662 123.950039 0.001617 0.059749 219.475145 0.278586
5.326267 -0.038705 0.015570 -0.054275 123.942109 0.001613 0.059775 219.283586 0.279634
5.344140 -0.038715 0.016214 -0.054930 123.951012 0.001608 0.059772 219.088375 0.280681
5.362013 -0.038722 0.016723 -0.055445 123.973047 0.001612 0.059746 219.259588 0.281730
5.379887 -0.038724 0.016966 -0.055690 124.001218 0.001622 0.059709 219.715661 0.282781
5.397760 -0.038719 0.016907 -0.055625 124.027677 0.001629 0.059676 220.088173 0.283835
5.415633 -0.038709 0.016615 -0.055324 124.046467 0.001630 0.059657 220.141506 0.284895
5.433507 -0.038702 0.016224 -0.054925 124.055117 0.001626 0.059656 219.943285 0.285959
5.451380 -0.038700 0.015852 -0.054551 124.054215 0.001621 0.059673 219.688415 0.287027
5.469254 -0.038700 0.015550 -0.054251 124.045654 0.001617 0.059705 219.514831 0.288100
5.487127 -0.038699 0.015333 -0.054032 124.031630 0.001616 0.059747 219.468495 0.289176
5.505000 -0.038699 0.015217 -0.053916 124.014776 0.001617 0.059794 219.511656 0.290255
5.522874 -0.038703 0.015203 -0.053905 123.997668 0.001618 0.059843 219.565123 0.291336
5.540747 -0.038706 0.015247 -0.053953 123.981795 0.001619 0.059890 219.579135 0.292416
5.558620 -0.038707 0.015305 -0.054011 123.967459 0.001618 0.059935 219.547527 0.293491
5.576494 -0.038707 0.015354 -0.054061 123.954444 0.001617 0.059977 219.480489 0.294556
5.594367 -0.038707 0.015392 -0.054099 123.942451 0.001615 0.060017 219.388713 0.295605
5.612241 -0.038707 0.015417 -0.054124 123.931169 0.001612 0.060054 219.281394 0.296636
5.630114 -0.038707 0.015436 -0.054143 123.920409 0.001610 0.060088 219.163729 0.297647
5.647987 -0.038708 0.015453 -0.054161 123.910138 0.001607 0.060119 219.036908 0.298641
5.665861 -0.038710 0.015465 -0.054175 123.900235 0.001605 0.060146 218.903930 0.299621
5.683734 -0.038708 0.015473 -0.054181 123.890596 0.001602 0.060169 218.767133 0.300592
5.701607 -0.038701 0.015532 -0.054232 123.882440 0.001598 0.060186 218.603927 0.301559
5.719481 -0.038698 0.015746 -0.054444 123.879539 0.001594 0.060190 218.378167 0.302525
5.737354 -0.038710 0.016134 -0.054844 123.886071 0.001589 0.060174 218.176899 0.303492
5.755228 -0.038724 0.016533 -0.055257 123.902218 0.001590 0.060138 218.183319 0.304458
5.773101 -0.038723 0.016753 -0.055476 123.923558 0.001594 0.060089 218.379954 0.305423
5.790974 -0.038714 0.016764 -0.055478 123.945039 0.001598 0.060039 218.584135 0.306385
5.808848 -0.038706 0.016670 -0.055376 123.964145 0.001600 0.059990 218.695410 0.307343
5.826721 -0.038701 0.016587 -0.055288 123.981144 0.001601 0.059943 218.733525 0.308294
5.844594 -0.038699 0.016588 -0.055288 123.998070 0.001602 0.059896 218.770668 0.309240
5.862468 -0.038703 0.016687 -0.055390 124.017227 0.001604 0.059845 218.888656 0.310179
5.880341 -0.038710 0.016822 -0.055532 124.039463 0.001609 0.059789 219.135115 0.311111
5.898215 -0.038714 0.016901 -0.055614 124.063424 0.001616 0.059731 219.463473 0.312036
5.916088 -0.038712 0.016866 -0.055579 124.086430 0.001622 0.059678 219.748602 0.312951
5.933961 -0.038708 0.016734 -0.055443 124.106212 0.001625 0.059633 219.895874 0.313854
5.951835 -0.038704 0.016571 -0.055275 124.122045 0.001625 0.059599 219.902589 0.314744
5.969708 -0.038701 0.016440 -0.055140 124.134726 0.001624 0.059573 219.820555 0.315618
5.987581 -0.038698 0.016391 -0.055089 124.146208 0.001621 0.059553 219.711102 0.316478
6.005455 -0.038698 0.016454 -0.055152 124.159074 0.001620 0.059533 219.636866 0.317325
6.023328 -0.038701 0.016614 -0.055315 124.175568 0.001621 0.059508 219.671791 0.318161
6.041202 -0.038705 0.016817 -0.055522 124.196642 0.001625 0.059477 219.884480 0.318990
6.059075 -0.038709 0.016987 -0.055696 124.221482 0.001633 0.059441 220.278161 0.319817
6.076948 -0.038713 0.017040 -0.055753 124.247403 0.001642 0.059404 220.731797 0.320644
6.094822 -0.038713 0.016919 -0.055632 124.270415 0.001649 0.059373 221.038380 0.321475
6.112695 -0.038706 0.016638 -0.055344 124.286882 0.001649 0.059354 221.075595 0.322312
6.130569 -0.038696 0.016299 -0.054996 124.295573 0.001646 0.059351 220.912072 0.323158
6.148442 -0.038692 0.016041 -0.054733 124.298366 0.001641 0.059360 220.684328 0.324018
6.166315 -0.038697 0.015927 -0.054624 124.298564 0.001637 0.059375 220.453311 0.324895
6.184189 -0.038705 0.015900 -0.054605 124.298165 0.001632 0.059393 220.224997 0.325795
6.202062 -0.038709 0.015856 -0.054565 124.296776 0.001627 0.059414 220.001640 0.326722
6.219935 -0.038708 0.015736 -0.054444 124.292715 0.001623 0.059441 219.799238 0.327678
6.237809 -0.038704 0.015558 -0.054262 124.284707 0.001620 0.059478 219.655361 0.328663
6.255682 -0.038704 0.015366 -0.054070 124.272458 0.001619 0.059524 219.612058 0.329677
6.273556 -0.038708 0.015161 -0.053869 124.255731 0.001622 0.059580 219.717979 0.330717
6.291429 -0.038711 0.014907 -0.053617 124.233482 0.001629 0.059649 220.069762 0.331779
6.309302 -0.038707 0.014593 -0.053300 124.204429 0.001644 0.059732 220.821736 0.332862
6.327176 -0.038699 0.014287 -0.052986 124.168810 0.001670 0.059829 222.069213 0.333962
6.345049 -0.038695 0.014115 -0.052810 124.129622 0.001701 0.059934 223.645719 0.335079
6.362922 -0.038700 0.014141 -0.052841 124.091231 0.001732 0.060038 225.174568 0.336208
6.380796 -0.038705 0.014314 -0.053019 124.056817 0.001755 0.060136 226.377195 0.337348
6.398669 -0.038706 0.014554 -0.053260 124.027810 0.001771 0.060224 227.174857 0.338494
6.416543 -0.038708 0.014824 -0.053532 124.004838 0.001779 0.060300 227.591324 0.339644
6.434416 -0.038713 0.015088 -0.053801 123.987701 0.001781 0.060365 227.717775 0.340795
6.452289 -0.038712 0.015282 -0.053994 123.974842 0.001781 0.060421 227.683095 0.341945
6.470163 -0.038704 0.015411 -0.054115 123.964832 0.001779 0.060471 227.566077 0.343092
6.488036 -0.038702 0.015558 -0.054260 123.958024 0.001775 0.060514 227.380000 0.344236
6.505909 -0.038704 0.015748 -0.054452 123.955315 0.001770 0.060550 227.141824 0.345379
6.523783 -0.038703 0.015948 -0.054651 123.956899 0.001765 0.060577 226.893293 0.346522
6.541656 -0.038701 0.016157 -0.054858 123.962922 0.001761 0.060597 226.681504 0.347668
6.559530 -0.038702 0.016381 -0.055084 123.973666 0.001759 0.060608 226.561609 0.348820
6.577403 -0.038705 0.016593 -0.055298 123.988818 0.001759 0.060611 226.577031 0.349980
6.595276 -0.038707 0.016744 -0.055452 124.007093 0.001762 0.060608 226.717858 0.351152
6.613150 -0.038709 0.016797 -0.055507 124.026387 0.001766 0.060602 226.906029 0.352337
6.631023 -0.038712 0.016718 -0.055430 124.043900 0.001768 0.060598 227.016875 0.353534
6.648896 -0.038713 0.016476 -0.055189 124.056270 0.001766 0.060600 226.945117 0.354743
6.666770 -0.038708 0.016087 -0.054795 124.060437 0.001762 0.060616 226.717654 0.355962
6.684643 -0.038697 0.015652 -0.054349 124.055537 0.001758 0.060644 226.513438 0.357188
6.702517 -0.038688 0.015350 -0.054038 124.044387 0.001757 0.060680 226.445183 0.358417
6.720390 -0.038688 0.015313 -0.054001 124.032532 0.001756 0.060715 226.399566 0.359644
6.738263 -0.038692 0.015559 -0.054251 124.025826 0.001753 0.060737 226.227799 0.360866
6.756137 -0.038699 0.016026 -0.054725 124.028767 0.001748 0.060737 225.998018 0.362076
6.774010 -0.038708 0.016586 -0.055294 124.043203 0.001748 0.060714 226.004506 0.363269
6.791883 -0.038713 0.017089 -0.055802 124.067868 0.001758 0.060668 226.502965 0.364443
6.809757 -0.038711 0.017448 -0.056159 124.099745 0.001778 0.060608 227.514820 0.365594
6.827630 -0.038711 0.017653 -0.056364 124.135631 0.001804 0.060538 228.882277 0.366719
6.845504 -0.038716 0.017689 -0.056405 124.172074 0.001831 0.060467 230.318033 0.367817
6.863377 -0.038719 0.017496 -0.056215 124.204407 0.001851 0.060404 231.400787 0.368886
6.881250 -0.038714 0.017044 -0.055758 124.227428 0.001859 0.060360 231.816041 0.369925
6.899124 -0.038705 0.016413 -0.055118 124.237592 0.001857 0.060341 231.680500 0.370933
6.916997 -0.038700 0.015743 -0.054442 124.234220 0.001852 0.060348 231.444606 0.371910
6.934871 -0.038696 0.015152 -0.053847 124.219001 0.001854 0.060380 231.525817 0.372859
6.952744 -0.038689 0.014738 -0.053426 124.195576 0.001863 0.060428 232.051429 0.373784
6.970617 -0.038682 0.014622 -0.053304 124.169962 0.001876 0.060482 232.731724 0.374693
6.988491 -0.038686 0.014890 -0.053576 124.149818 0.001882 0.060528 233.063395 0.375594
7.006364 -0.038702 0.015464 -0.054167 124.141180 0.001880 0.060555 232.920634 0.376496
7.024237 -0.038718 0.016100 -0.054819 124.145192 0.001875 0.060559 232.677774 0.377407
7.042111 -0.038725 0.016549 -0.055274 124.158045 0.001874 0.060548 232.628428 0.378334
7.059984 -0.038724 0.016683 -0.055407 124.173489 0.001875 0.060532 232.677827 0.379282
7.077858 -0.038717 0.016513 -0.055230 124.185503 0.001874 0.060523 232.603221 0.380250
7.095731 -0.038709 0.016135 -0.054844 124.190040 0.001869 0.060527 232.370025 0.381236
7.113604 -0.038700 0.015691 -0.054391 124.185866 0.001865 0.060546 232.148314 0.382238
7.131478 -0.038693 0.015332 -0.054025 124.174703 0.001864 0.060577 232.088823 0.383252
7.149351 -0.038689 0.015186 -0.053875 124.160763 0.001865 0.060612 232.132506 0.384275
7.167224 -0.038691 0.015326 -0.054017 124.149606 0.001864 0.060641 232.075076 0.385306
7.185098 -0.038700 0.015723 -0.054423 124.146203 0.001860 0.060654 231.847957 0.386347
7.202971 -0.038712 0.016241 -0.054953 124.152826 0.001856 0.060647 231.651711 0.387402
7.220845 -0.038723 0.016686 -0.055409 124.167986 0.001857 0.060624 231.704707 0.388476
7.238718 -0.038725 0.016895 -0.055620 124.187097 0.001861 0.060591 231.943703 0.389577
7.256591 -0.038719 0.016830 -0.055548 124.204865 0.001865 0.060559 232.116161 0.390713
7.274465 -0.038709 0.016588 -0.055297 124.217924 0.001864 0.060533 232.091238 0.391887
7.292338 -0.038702 0.016323 -0.055025 124.225861 0.001861 0.060515 231.922749 0.393102
7.310211 -0.038696 0.016163 -0.054859 124.230697 0.001857 0.060501 231.704360 0.394354
7.328085 -0.038693 0.016200 -0.054893 124.236221 0.001853 0.060485 231.496652 0.395641
7.345958 -0.038701 0.016459 -0.055160 124.246617 0.001851 0.060461 231.393273 0.396960
7.363832 -0.038716 0.016803 -0.055519 124.263476 0.001854 0.060426 231.532586 0.398305
7.381705 -0.038724 0.017016 -0.055739 124.284266 0.001860 0.060385 231.879417 0.399673
7.399578 -0.038722 0.016968 -0.055690 124.304053 0.001866 0.060347 232.171035 0.401056
7.417452 -0.038715 0.016669 -0.055384 124.318131 0.001866 0.060321 232.193442 0.402449
7.435325 -0.038706 0.016227 -0.054933 124.323869 0.001862 0.060312 231.990872 0.403843
7.453198 -0.038698 0.015793 -0.054491 124.321475 0.001858 0.060319 231.763489 0.405232
7.471072 -0.038696 0.015496 -0.054192 124.313559 0.001856 0.060339 231.629078 0.406609
7.488945 -0.038703 0.015368 -0.054071 124.303288 0.001854 0.060365 231.561944 0.407969
7.506819 -0.038711 0.015318 -0.054029 124.292140 0.001854 0.060395 231.524741 0.409311
7.524692 -0.038712 0.015240 -0.053952 124.279616 0.001854 0.060430 231.538461 0.410636
7.542565 -0.038708 0.015112 -0.053820 124.264774 0.001856 0.060472 231.649954 0.411945
7.560439 -0.038702 0.014983 -0.053685 124.247637 0.001860 0.060519 231.874517 0.413241
7.578312 -0.038697 0.014941 -0.053638 124.229802 0.001865 0.060568 232.137997 0.414527
7.596185 -0.038697 0.015051 -0.053748 124.214069 0.001868 0.060614 232.295000 0.415805
7.614059 -0.038700 0.015310 -0.054010 124.203141 0.001867 0.060652 232.254600 0.417079
7.631932 -0.038702 0.015670 -0.054373 124.198846 0.001863 0.060678 232.053942 0.418352
7.649806 -0.038704 0.016092 -0.054797 124.202252 0.001859 0.060690 231.832093 0.419626
7.667679 -0.038708 0.016529 -0.055237 124.213573 0.001858 0.060688 231.773031 0.420905
7.685552 -0.038713 0.016910 -0.055623 124.231741 0.001863 0.060675 232.006565 0.422191
7.703426 -0.038720 0.017141 -0.055861 124.254000 0.001871 0.060656 232.484151 0.423490
7.721299 -0.038722 0.017130 -0.055853 124.275966 0.001880 0.060638 232.945215 0.424806
7.739173 -0.038719 0.016846 -0.055565 124.292714 0.001883 0.060632 233.109449 0.426144
7.757046 -0.038710 0.016350 -0.055060 124.300487 0.001880 0.060643 232.953801 0.427505
7.774919 -0.038699 0.015792 -0.054491 124.298228 0.001876 0.060673 232.731498 0.428889
7.792793 -0.038693 0.015345 -0.054037 124.287987 0.001875 0.060718 232.676033 0.430291
7.810666 -0.038694 0.015109 -0.053804 124.273592 0.001877 0.060771 232.785221 0.431703
7.828539 -0.038700 0.015070 -0.053770 124.258564 0.001880 0.060825 232.925290 0.433121
7.846413 -0.038705 0.015145 -0.053850 124.244936 0.001881 0.060875 233.002462 0.434537
7.864286 -0.038706 0.015258 -0.053964 124.233367 0.001881 0.060919 232.997025 0.435949
7.882160 -0.038705 0.015373 -0.054078 124.223883 0.001880 0.060958 232.921128 0.437354
7.900033 -0.038705 0.015483 -0.054188 124.216388 0.001877 0.060990 232.790592 0.438749
7.917906 -0.038707 0.015579 -0.054286 124.210603 0.001874 0.061016 232.623124 0.440134
7.935780 -0.038711 0.015621 -0.054332 124.205585 0.001871 0.061039 232.442777 0.441507
7.953653 -0.038715 0.015550 -0.054265 124.199341 0.001868 0.061063 232.287156 0.442866
7.971526 -0.038715 0.015326 -0.054040 124.189213 0.001867 0.061092 232.238167 0.444210
7.989400 -0.038708 0.014980 -0.053688 124.173113 0.001871 0.061132 232.444919 0.445539
8.007273 -0.038695 0.014642 -0.053336 124.151195 0.001881 0.061182 233.011254 0.446857
8.025147 -0.038684 0.014513 -0.053196 124.127134 0.001895 0.061236 233.742046 0.448166
8.043020 -0.038689 0.014740 -0.053429 124.107115 0.001903 0.061284 234.186398 0.449472
8.060893 -0.038706 0.015247 -0.053954 124.095954 0.001903 0.061317 234.174344 0.450779
8.078767 -0.038720 0.015787 -0.054507 124.094144 0.001898 0.061335 233.952556 0.452091
8.096640 -0.038725 0.016139 -0.054864 124.098396 0.001895 0.061342 233.745867 0.453409
8.114513 -0.038726 0.016199 -0.054925 124.103655 0.001891 0.061349 233.554296 0.454732
8.132387 -0.038720 0.015971 -0.054690 124.104982 0.001887 0.061363 233.328921 0.456061
8.150260 -0.038710 0.015571 -0.054281 124.099481 0.001884 0.061388 233.162093 0.457391
8.168134 -0.038705 0.015164 -0.053869 124.087059 0.001885 0.061426 233.207907 0.458722
8.186007 -0.038702 0.014855 -0.053557 124.069428 0.001890 0.061472 233.517107 0.460048
8.203880 -0.038701 0.014703 -0.053404 124.049292 0.001899 0.061521 233.986805 0.461368
8.221754 -0.038703 0.014722 -0.053425 124.029581 0.001907 0.061568 234.431178 0.462677
8.239627 -0.038700 0.014901 -0.053601 124.012975 0.001912 0.061606 234.686885 0.463972
8.257500 -0.038697 0.015265 -0.053963 124.002585 0.001911 0.061631 234.655717 0.465251
8.275374 -0.038706 0.015817 -0.054522 124.001514 0.001907 0.061637 234.432831 0.466508
8.293247 -0.038716 0.016433 -0.055149 124.010799 0.001905 0.061622 234.334738 0.467744
8.311121 -0.038719 0.016958 -0.055677 124.028843 0.001911 0.061589 234.620626 0.468956
8.328994 -0.038719 0.017318 -0.056037 124.052827 0.001923 0.061544 235.315754 0.470148
8.346867 -0.038721 0.017483 -0.056204 124.079467 0.001940 0.061493 236.238239 0.471324
8.364741 -0.038717 0.017434 -0.056151 124.105177 0.001955 0.061444 237.086556 0.472492
8.382614 -0.038709 0.017218 -0.055927 124.127186 0.001965 0.061402 237.644025 0.473658
8.400487 -0.038707 0.016930 -0.055637 124.144331 0.001969 0.061370 237.884307 0.474829
8.418361 -0.038711 0.016613 -0.055324 124.156160 0.001969 0.061350 237.868991 0.476007
8.436234 -0.038715 0.016235 -0.054950 124.161690 0.001965 0.061343 237.676705 0.477192
8.454108 -0.038711 0.015777 -0.054488 124.159648 0.001961 0.061351 237.453552 0.478379
8.471981 -0.038701 0.015327 -0.054028 124.150221 0.001960 0.061374 237.391595 0.479565
8.489854 -0.038694 0.015047 -0.053741 124.136242 0.001963 0.061406 237.523849 0.480744
8.507728 -0.038694 0.015047 -0.053741 124.122327 0.001965 0.061438 237.654048 0.481914
8.525601 -0.038705 0.015299 -0.054004 124.112580 0.001964 0.061462 237.605421 0.483075
8.543474 -0.038717 0.015623 -0.054340 124.108153 0.001961 0.061476 237.416297 0.484229
8.561348 -0.038720 0.015824 -0.054544 124.107019 0.001957 0.061482 237.190521 0.485381
8.579221 -0.038719 0.015819 -0.054537 124.105803 0.001953 0.061487 236.966602 0.486538
8.597095 -0.038713 0.015623 -0.054336 124.101416 0.001950 0.061496 236.780744 0.487706
8.614968 -0.038702 0.015331 -0.054034 124.092338 0.001948 0.061511 236.715040 0.488892
8.632841 -0.038693 0.015111 -0.053803 124.079736 0.001950 0.061531 236.790797 0.490100
8.650715 -0.038695 0.015090 -0.053785 124.066853 0.001951 0.061550 236.880716 0.491334
8.668588 -0.038706 0.015245 -0.053952 124.056522 0.001951 0.061563 236.862333 0.492595
8.686462 -0.038717 0.015432 -0.054149 124.049229 0.001949 0.061570 236.744734 0.493884
8.704335 -0.038724 0.015496 -0.054220 124.042986 0.001946 0.061573 236.601097 0.495201
8.722208 -0.038724 0.015353 -0.054077 124.034484 0.001945 0.061580 236.521582 0.496546
8.740082 -0.038713 0.015041 -0.053754 124.021041 0.001947 0.061594 236.644520 0.497918
8.757955 -0.038698 0.014756 -0.053454 124.003120 0.001954 0.061615 237.027671 0.499313
8.775828 -0.038699 0.014697 -0.053396 123.984341 0.001962 0.061637 237.471412 0.500728
8.793702 -0.038702 0.014878 -0.053580 123.968499 0.001966 0.061654 237.728562 0.502158
8.811575 -0.038709 0.015211 -0.053920 123.957995 0.001966 0.061662 237.722493 0.503598
8.829449 -0.038719 0.015557 -0.054276 123.952989 0.001963 0.061660 237.552625 0.505043
8.847322 -0.038721 0.015760 -0.054481 123.951199 0.001959 0.061654 237.338469 0.506491
8.865195 -0.038716 0.015762 -0.054478 123.949443 0.001956 0.061648 237.125311 0.507939
8.883069 -0.038710 0.015608 -0.054318 123.945289 0.001952 0.061648 236.943372 0.509389
8.900942 -0.038703 0.015398 -0.054101 123.937867 0.001951 0.061656 236.837139 0.510840
8.918815 -0.038702 0.015224 -0.053927 123.927756 0.001950 0.061670 236.822464 0.512298
8.936689 -0.038706 0.015110 -0.053815 123.915896 0.001951 0.061690 236.881904 0.513767
8.954562 -0.038708 0.015022 -0.053730 123.902720 0.001954 0.061714 237.005032 0.515252
8.972436 -0.038707 0.014938 -0.053645 123.888286 0.001957 0.061742 237.195278 0.516758
8.990309 -0.038702 0.014880 -0.053582 123.873023 0.001961 0.061773 237.433840 0.518289
9.008182 -0.038695 0.014938 -0.053633 123.858706 0.001964 0.061804 237.620208 0.519848
9.026056 -0.038703 0.015172 -0.053875 123.848061 0.001965 0.061828 237.630673 0.521433
9.043929 -0.038716 0.015480 -0.054196 123.842204 0.001962 0.061845 237.486318 0.523043
9.061802 -0.038719 0.015681 -0.054401 123.839462 0.001959 0.061857 237.287561 0.524678
9.079676 -0.038714 0.015706 -0.054421 123.837117 0.001955 0.061869 237.085503 0.526333
9.097549 -0.038710 0.015605 -0.054315 123.833226 0.001952 0.061885 236.905312 0.528007
9.115423 -0.038712 0.015432 -0.054144 123.826713 0.001950 0.061907 236.781706 0.529693
9.133296 -0.038715 0.015189 -0.053904 123.816517 0.001950 0.061937 236.780482 0.531386
9.151169 -0.038712 0.014875 -0.053586 123.801572 0.001954 0.061977 237.012278 0.533079
9.169043 -0.038703 0.014568 -0.053271 123.782035 0.001963 0.062026 237.552452 0.534762
9.186916 -0.038693 0.014424 -0.053117 123.760391 0.001976 0.062079 238.265348 0.536425
9.204789 -0.038694 0.014575 -0.053269 123.741116 0.001985 0.062129 238.793412 0.538058
9.222663 -0.038710 0.014985 -0.053695 123.728106 0.001987 0.062167 238.923575 0.539656
9.240536 -0.038725 0.015423 -0.054148 123.721749 0.001985 0.062193 238.794205 0.541224
9.258410 -0.038729 0.015655 -0.054383 123.718899 0.001982 0.062211 238.597137 0.542767
9.276283 -0.038725 0.015588 -0.054312 123.715051 0.001978 0.062230 238.415903 0.544297
9.294156 -0.038715 0.015268 -0.053984 123.706434 0.001977 0.062255 238.359135 0.545820
9.312030 -0.038701 0.014849 -0.053549 123.691570 0.001982 0.062288 238.598566 0.547346
9.329903 -0.038689 0.014542 -0.053231 123.672185 0.001991 0.062328 239.149519 0.548882
9.347776 -0.038689 0.014516 -0.053204 123.652481 0.002001 0.062366 239.729323 0.550435
9.365650 -0.038702 0.014757 -0.053459 123.636450 0.002007 0.062397 240.046749 0.552014
9.383523 -0.038714 0.015084 -0.053798 123.625328 0.002008 0.062416 240.092513 0.553622
9.401397 -0.038716 0.015310 -0.054026 123.617598 0.002006 0.062428 240.005915 0.555262
9.419270 -0.038710 0.015381 -0.054092 123.610948 0.002004 0.062437 239.887363 0.556931
9.437143 -0.038703 0.015365 -0.054068 123.604079 0.002002 0.062443 239.776044 0.558622
9.455017 -0.038698 0.015364 -0.054062 123.597224 0.002000 0.062448 239.665182 0.560327
9.472890 -0.038696 0.015452 -0.054148 123.591685 0.001998 0.062449 239.520322 0.562035
9.490764 -0.038698 0.015651 -0.054350 123.589100 0.001994 0.062442 239.323151 0.563735
9.508637 -0.038705 0.015925 -0.054630 123.590538 0.001991 0.062427 239.110498 0.565416
9.526510 -0.038709 0.016186 -0.054896 123.595787 0.001988 0.062403 238.942795 0.567071
9.544384 -0.038709 0.016363 -0.055073 123.603598 0.001986 0.062372 238.838145 0.568694
9.562257 -0.038708 0.016443 -0.055150 123.612537 0.001985 0.062338 238.770045 0.570283
9.580130 -0.038706 0.016445 -0.055151 123.621472 0.001984 0.062303 238.702655 0.571836
9.598004 -0.038703 0.016398 -0.055101 123.629695 0.001982 0.062267 238.612985 0.573356
9.615877 -0.038699 0.016352 -0.055051 123.637222 0.001980 0.062232 238.503493 0.574846
9.633751 -0.038700 0.016361 -0.055060 123.644846 0.001978 0.062196 238.397666 0.576312
9.651624 -0.038705 0.016424 -0.055129 123.653354 0.001977 0.062157 238.319748 0.577760
9.669497 -0.038712 0.016471 -0.055183 123.662508 0.001976 0.062118 238.264392 0.579198
9.687371 -0.038716 0.016407 -0.055123 123.670710 0.001974 0.062081 238.178314 0.580636
9.705244 -0.038714 0.016177 -0.054891 123.675579 0.001971 0.062051 238.011497 0.582083
9.723117 -0.038706 0.015813 -0.054519 123.675217 0.001968 0.062030 237.807676 0.583546
9.740991 -0.038695 0.015440 -0.054134 123.669515 0.001965 0.062020 237.679707 0.585029
9.758864 -0.038685 0.015226 -0.053911 123.660779 0.001965 0.062015 237.646322 0.586536
9.776738 -0.038683 0.015306 -0.053989 123.653217 0.001964 0.062008 237.572925 0.588069
9.794611 -0.038692 0.015690 -0.054382 123.651148 0.001960 0.061991 237.383563 0.589628
9.812484 -0.038704 0.016243 -0.054947 123.656938 0.001958 0.061960 237.240310 0.591212
9.830358 -0.038712 0.016772 -0.055484 123.670200 0.001960 0.061914 237.372768 0.592819
9.848231 -0.038715 0.017128 -0.055843 123.688451 0.001968 0.061860 237.816989 0.594446
9.866104 -0.038713 0.017250 -0.055963 123.708357 0.001978 0.061802 238.389724 0.596086
9.883978 -0.038708 0.017155 -0.055863 123.726853 0.001986 0.061746 238.856490 0.597734
9.901851 -0.038702 0.016918 -0.055619 123.741946 0.001990 0.061696 239.095187 0.599382
9.919725 -0.038694 0.016652 -0.055346 123.753249 0.001991 0.061654 239.134437 0.601024
9.937598 -0.038692 0.016470 -0.055162 123.761965 0.001990 0.061617 239.071747 0.602650
9.955471 -0.038696 0.016421 -0.055116 123.769958 0.001988 0.061584 238.986047 0.604255
9.973345 -0.038703 0.016457 -0.055160 123.778431 0.001987 0.061552 238.916698 0.605834
9.991218 -0.038709 0.016485 -0.055195 123.787271 0.001986 0.061521 238.860693 0.607384
10.009091 -0.038713 0.016423 -0.055136 123.795208 0.001985 0.061494 238.775563 0.608901
10.026965 -0.038711 0.016232 -0.054943 123.800465 0.001982 0.061473 238.622390 0.610385
10.044838 -0.038705 0.015945 -0.054651 123.801730 0.001979 0.061461 238.423126 0.611835
10.062712 -0.038699 0.015659 -0.054358 123.799024 0.001975 0.061457 238.244033 0.613251
10.080585 -0.038697 0.015472 -0.054168 123.793737 0.001973 0.061459 238.113608 0.614635
10.098458 -0.038698 0.015418 -0.054116 123.787727 0.001971 0.061463 238.002340 0.615986
10.116332 -0.038699 0.015476 -0.054175 123.782536 0.001969 0.061465 237.871225 0.617307
10.134205 -0.038700 0.015618 -0.054318 123.779324 0.001966 0.061465 237.702578 0.618599
10.152078 -0.038703 0.015818 -0.054521 123.778857 0.001962 0.061459 237.508813 0.619867
10.169952 -0.038709 0.016009 -0.054718 123.781014 0.001959 0.061450 237.320642 0.621113
10.187825 -0.038711 0.016113 -0.054824 123.784582 0.001956 0.061437 237.147841 0.622341
10.205699 -0.038711 0.016089 -0.054800 123.787820 0.001953 0.061427 236.971884 0.623553
10.223572 -0.038710 0.015943 -0.054654 123.789057 0.001950 0.061420 236.781664 0.624752
10.241445 -0.038710 0.015688 -0.054398 123.786815 0.001946 0.061420 236.605870 0.625939
10.259319 -0.038709 0.015341 -0.054050 123.779866 0.001945 0.061430 236.529879 0.627116
10.277192 -0.038706 0.014934 -0.053640 123.767427 0.001948 0.061450 236.687845 0.628285
10.295065 -0.038699 0.014529 -0.053229 123.749554 0.001957 0.061481 237.204389 0.629447
10.312939 -0.038690 0.014239 -0.052930 123.727822 0.001972 0.061518 238.057119 0.630602
10.330812 -0.038690 0.014179 -0.052868 123.705349 0.001989 0.061557 238.989304 0.631751
10.348686 -0.038696 0.014363 -0.053059 123.685430 0.002001 0.061590 239.689724 0.632897
10.366559 -0.038703 0.014702 -0.053405 123.670141 0.002007 0.061615 240.030020 0.634041
10.384432 -0.038705 0.015099 -0.053804 123.660232 0.002007 0.061628 240.064820 0.635187
10.402306 -0.038706 0.015500 -0.054205 123.655722 0.002005 0.061630 239.919513 0.636336
10.420179 -0.038707 0.015875 -0.054583 123.656254 0.002001 0.061622 239.721707 0.637491
10.438053 -0.038710 0.016193 -0.054903 123.661027 0.001999 0.061606 239.566345 0.638650
10.455926 -0.038713 0.016403 -0.055117 123.668582 0.001997 0.061585 239.481970 0.639813
10.473799 -0.038716 0.016451 -0.055167 123.676748 0.001996 0.061563 239.418253 0.640976
10.491673 -0.038717 0.016298 -0.055015 123.682850 0.001994 0.061545 239.294355 0.642131
10.509546 -0.038714 0.015943 -0.054657 123.684227 0.001991 0.061538 239.102302 0.643275
10.527419 -0.038706 0.015452 -0.054158 123.679102 0.001988 0.061544 238.976719 0.644401
10.545293 -0.038698 0.014950 -0.053648 123.667363 0.001991 0.061564 239.109772 0.645510
10.563166 -0.038695 0.014564 -0.053259 123.650570 0.001999 0.061594 239.572531 0.646601
10.581040 -0.038695 0.014363 -0.053058 123.631190 0.002011 0.061630 240.251806 0.647675
