#t E KE PE
11.349595 -5.601058 0.838306 -6.439364
11.367468 -5.600893 0.823569 -6.424462
11.385342 -5.600658 0.809436 -6.410094
11.403215 -5.600390 0.799775 -6.400164
11.421088 -5.600236 0.798530 -6.398766
11.438962 -5.600306 0.807789 -6.408096
11.456835 -5.600571 0.826376 -6.426947
11.474708 -5.600911 0.850142 -6.451053
11.492582 -5.601230 0.873571 -6.474801
11.510455 -5.601446 0.891439 -6.492885
11.528329 -5.601535 0.900018 -6.501553
11.546202 -5.601449 0.897877 -6.499326
11.564075 -5.601241 0.886085 -6.487326
11.581949 -5.600940 0.867889 -6.468828
11.599822 -5.600607 0.848049 -6.448657
11.617695 -5.600373 0.831635 -6.432008
11.635569 -5.600366 0.822127 -6.422493
11.653442 -5.600574 0.819820 -6.420394
11.671316 -5.600843 0.821978 -6.422821
11.689189 -5.601043 0.824723 -6.425766
11.707062 -5.601102 0.825140 -6.426242
11.724936 -5.601050 0.822266 -6.423316
11.742809 -5.600944 0.816884 -6.417828
11.760682 -5.600800 0.810870 -6.411670
11.778556 -5.600647 0.806650 -6.407297
11.796429 -5.600544 0.806640 -6.407184
11.814303 -5.600527 0.812376 -6.412903
11.832176 -5.600604 0.823844 -6.424448
11.850049 -5.600736 0.839620 -6.440356
11.867923 -5.600891 0.857390 -6.458280
11.885796 -5.601042 0.874443 -6.475485
11.903669 -5.601125 0.888278 -6.489404
11.921543 -5.601113 0.897362 -6.498475
11.939416 -5.601010 0.901646 -6.502656
11.957290 -5.600897 0.902334 -6.503231
11.975163 -5.600853 0.900918 -6.501771
11.993036 -5.600898 0.898053 -6.498950
12.010910 -5.600940 0.893334 -6.494274
12.028783 -5.600906 0.886340 -6.487246
12.046657 -5.600787 0.877737 -6.478524
12.064530 -5.600654 0.869237 -6.469890
12.082403 -5.600556 0.862706 -6.463261
12.100277 -5.600527 0.859387 -6.459914
12.118150 -5.600577 0.859495 -6.460072
12.136023 -5.600672 0.862205 -6.462877
12.153897 -5.600752 0.866153 -6.466905
12.171770 -5.600786 0.870210 -6.470996
12.189644 -5.600812 0.873931 -6.474743
12.207517 -5.600865 0.877160 -6.478024
12.225390 -5.600932 0.879464 -6.480396
12.243264 -5.600911 0.880518 -6.481428
12.261137 -5.600769 0.881175 -6.481944
12.279010 -5.600606 0.883779 -6.484384
12.296884 -5.600591 0.890671 -6.491261
12.314757 -5.600758 0.902065 -6.502823
12.332631 -5.601022 0.915525 -6.516547
12.350504 -5.601280 0.927121 -6.528400
12.368377 -5.601502 0.932710 -6.534212
12.386251 -5.601586 0.928980 -6.530567
12.404124 -5.601441 0.914812 -6.516253
12.421997 -5.601086 0.892525 -6.493611
12.439871 -5.600691 0.867443 -6.468134
12.457744 -5.600520 0.845173 -6.445693
12.475618 -5.600636 0.828343 -6.428979
12.493491 -5.600828 0.815821 -6.416649
12.511364 -5.600878 0.805173 -6.406051
12.529238 -5.600739 0.795650 -6.396389
12.547111 -5.600513 0.789040 -6.389553
12.564984 -5.600371 0.788281 -6.388653
12.582858 -5.600431 0.795124 -6.395554
12.600731 -5.600647 0.808577 -6.409225
12.618605 -5.600887 0.825342 -6.426229
12.636478 -5.601061 0.841542 -6.442603
12.654351 -5.601133 0.854224 -6.455357
12.672225 -5.601105 0.862005 -6.463110
12.690098 -5.600990 0.865133 -6.466123
12.707971 -5.600837 0.865195 -6.466032
12.725845 -5.600717 0.864424 -6.465141
12.743718 -5.600685 0.864693 -6.465377
12.761592 -5.600775 0.866579 -6.467354
12.779465 -5.600918 0.869115 -6.470034
12.797338 -5.601021 0.870617 -6.471638
12.815212 -5.601020 0.869956 -6.470976
12.833085 -5.600950 0.867242 -6.468193
12.850958 -5.600877 0.863505 -6.464383
12.868832 -5.600844 0.859848 -6.460692
12.886705 -5.600853 0.856830 -6.457683
12.904579 -5.600881 0.854417 -6.455298
12.922452 -5.600920 0.852210 -6.453130
12.940325 -5.600933 0.849664 -6.450597
12.958199 -5.600873 0.846564 -6.447437
12.976072 -5.600751 0.843679 -6.444430
12.993946 -5.600688 0.842449 -6.443136
13.011819 -5.600770 0.843528 -6.444298
13.029692 -5.600971 0.845634 -6.446605
13.047566 -5.601147 0.845999 -6.447146
13.065439 -5.601191 0.842169 -6.443361
13.083312 -5.601084 0.833537 -6.434621
13.101186 -5.600871 0.821786 -6.422657
13.119059 -5.600635 0.810241 -6.410876
13.136933 -5.600479 0.802442 -6.402920
13.154806 -5.600462 0.800725 -6.401187
13.172679 -5.600569 0.805421 -6.405990
13.190553 -5.600737 0.814931 -6.415668
13.208426 -5.600882 0.826650 -6.427532
13.226299 -5.600962 0.838158 -6.439120
13.244173 -5.600985 0.847914 -6.448900
13.262046 -5.601006 0.855132 -6.456137
13.279920 -5.601035 0.859254 -6.460290
13.297793 -5.601031 0.859841 -6.460872
13.315666 -5.600938 0.857112 -6.458050
13.333540 -5.600810 0.852368 -6.453178
13.351413 -5.600739 0.847450 -6.448189
13.369286 -5.600768 0.843538 -6.444305
13.387160 -5.600847 0.840551 -6.441398
13.405033 -5.600922 0.837611 -6.438532
13.422907 -5.600973 0.833799 -6.434772
13.440780 -5.601003 0.828466 -6.429469
13.458653 -5.600994 0.821306 -6.422300
13.476527 -5.600935 0.812545 -6.413480
13.494400 -5.600832 0.803133 -6.403965
13.512273 -5.600686 0.794765 -6.395451
13.530147 -5.600539 0.789628 -6.390167
13.548020 -5.600471 0.789783 -6.390254
13.565894 -5.600535 0.796114 -6.396650
13.583767 -5.600718 0.807520 -6.408238
13.601640 -5.600920 0.821192 -6.422112
13.619514 -5.601058 0.833937 -6.434995
13.637387 -5.601107 0.843411 -6.444518
13.655260 -5.601096 0.848513 -6.449609
13.673134 -5.601031 0.849248 -6.450280
13.691007 -5.600879 0.846669 -6.447548
13.708881 -5.600660 0.843071 -6.443731
13.726754 -5.600442 0.841740 -6.442183
13.744627 -5.600382 0.845606 -6.445988
13.762501 -5.600498 0.855486 -6.455984
13.780374 -5.600722 0.869484 -6.470206
13.798248 -5.600958 0.884031 -6.484988
13.816121 -5.601130 0.895390 -6.496520
13.833994 -5.601229 0.900636 -6.501865
13.851868 -5.601245 0.898190 -6.499435
13.869741 -5.601161 0.888052 -6.489212
13.887614 -5.600972 0.871891 -6.472863
13.905488 -5.600686 0.853137 -6.453824
13.923361 -5.600410 0.836546 -6.436956
13.941235 -5.600327 0.826425 -6.426752
13.959108 -5.600488 0.824208 -6.424696
13.976981 -5.600735 0.827916 -6.428652
13.994855 -5.600910 0.834094 -6.435005
14.012728 -5.600987 0.839887 -6.440874
14.030601 -5.600959 0.843904 -6.444863
14.048475 -5.600865 0.846344 -6.447209
14.066348 -5.600755 0.848566 -6.449320
14.084222 -5.600743 0.851915 -6.452658
14.102095 -5.600862 0.856377 -6.457239
14.119968 -5.601036 0.860188 -6.461224
14.137842 -5.601190 0.860661 -6.461851
14.155715 -5.601280 0.855431 -6.456711
14.173588 -5.601277 0.843308 -6.444585
14.191462 -5.601174 0.824675 -6.425849
14.209335 -5.600948 0.801733 -6.402681
14.227209 -5.600634 0.778500 -6.379134
14.245082 -5.600322 0.760214 -6.360536
14.262955 -5.600162 0.751822 -6.351984
14.280829 -5.600228 0.755965 -6.356194
14.298702 -5.600470 0.771825 -6.372295
14.316575 -5.600737 0.795876 -6.396613
14.334449 -5.600914 0.823924 -6.424838
14.352322 -5.600985 0.852794 -6.453779
14.370196 -5.601014 0.880685 -6.481699
14.388069 -5.601067 0.906469 -6.507536
14.405942 -5.601159 0.928853 -6.530012
14.423816 -5.601240 0.946193 -6.547433
14.441689 -5.601276 0.957044 -6.558320
14.459562 -5.601252 0.960790 -6.562042
14.477436 -5.601152 0.957982 -6.559134
14.495309 -5.600995 0.950401 -6.551396
14.513183 -5.600836 0.940702 -6.541538
14.531056 -5.600746 0.931540 -6.532285
14.548929 -5.600741 0.924627 -6.525368
14.566803 -5.600830 0.920272 -6.521101
14.584676 -5.600995 0.917332 -6.518328
14.602550 -5.601172 0.913598 -6.514771
14.620423 -5.601227 0.906934 -6.508161
14.638296 -5.601118 0.896889 -6.498006
14.656170 -5.600957 0.885214 -6.486171
14.674043 -5.600925 0.874221 -6.475146
14.691916 -5.601008 0.864732 -6.465740
14.709790 -5.601072 0.856054 -6.457126
14.727663 -5.601010 0.847657 -6.448667
14.745537 -5.600853 0.840546 -6.441398
14.763410 -5.600741 0.836831 -6.437572
14.781283 -5.600777 0.837896 -6.438673
14.799157 -5.600923 0.843126 -6.444049
14.817030 -5.601050 0.850431 -6.451481
14.834903 -5.601104 0.857706 -6.458809
14.852777 -5.601100 0.863783 -6.464883
14.870650 -5.601080 0.868432 -6.469512
14.888524 -5.601075 0.871782 -6.472856
14.906397 -5.601084 0.873836 -6.474920
14.924270 -5.601100 0.874479 -6.475579
14.942144 -5.601121 0.873622 -6.474743
14.960017 -5.601167 0.871146 -6.472313
14.977890 -5.601247 0.866744 -6.467992
14.995764 -5.601306 0.859924 -6.461230
15.013637 -5.601238 0.850702 -6.451940
15.031511 -5.600986 0.840926 -6.441912
15.049384 -5.600703 0.834616 -6.435318
15.067257 -5.600678 0.835652 -6.436330
15.085131 -5.600974 0.844084 -6.445058
15.103004 -5.601282 0.855570 -6.456853
15.120877 -5.601358 0.865226 -6.466584
15.138751 -5.601294 0.870861 -6.472155
15.156624 -5.601222 0.872605 -6.473828
15.174498 -5.601166 0.871318 -6.472484
15.192371 -5.601097 0.868091 -6.469188
15.210244 -5.601073 0.864230 -6.465302
15.228118 -5.601186 0.860470 -6.461656
15.245991 -5.601388 0.855919 -6.457307
15.263864 -5.601404 0.848890 -6.450294
15.281738 -5.601136 0.840028 -6.441164
15.299611 -5.600981 0.832816 -6.433798
15.317485 -5.601114 0.829200 -6.430314
15.335358 -5.601257 0.827432 -6.428689
15.353231 -5.601290 0.824961 -6.426251
15.371105 -5.601309 0.820370 -6.421680
15.388978 -5.601298 0.812863 -6.414160
15.406851 -5.601159 0.802455 -6.403614
15.424725 -5.600897 0.790980 -6.391877
15.442598 -5.600663 0.781828 -6.382491
15.460472 -5.600565 0.778146 -6.378711
15.478345 -5.600603 0.781176 -6.381779
15.496218 -5.600704 0.790194 -6.390898
15.514092 -5.600840 0.803340 -6.404180
15.531965 -5.600983 0.818211 -6.419195
15.549839 -5.601135 0.832191 -6.433326
15.567712 -5.601263 0.842748 -6.444011
15.585585 -5.601364 0.847709 -6.449072
15.603459 -5.601401 0.845611 -6.447012
15.621332 -5.601355 0.836128 -6.437483
15.639205 -5.601212 0.820368 -6.421580
15.657079 -5.600998 0.800897 -6.401895
15.674952 -5.600742 0.781456 -6.382198
15.692826 -5.600490 0.766433 -6.366923
15.710699 -5.600337 0.759899 -6.360236
15.728572 -5.600363 0.764236 -6.364599
15.746446 -5.600534 0.779150 -6.379684
15.764319 -5.600754 0.801992 -6.402746
15.782192 -5.600953 0.829070 -6.430023
15.800066 -5.601149 0.856605 -6.457754
15.817939 -5.601326 0.880932 -6.482257
15.835813 -5.601434 0.898790 -6.500224
15.853686 -5.601437 0.908091 -6.509527
15.871559 -5.601352 0.908442 -6.509794
15.889433 -5.601237 0.900878 -6.502115
15.907306 -5.601130 0.887153 -6.488284
15.925179 -5.601031 0.869200 -6.470231
15.943053 -5.600949 0.848942 -6.449891
15.960926 -5.600865 0.828299 -6.429164
15.978800 -5.600777 0.809239 -6.410016
15.996673 -5.600736 0.793588 -6.394324
16.014546 -5.600760 0.782509 -6.383269
16.032420 -5.600754 0.776417 -6.377171
16.050293 -5.600676 0.775808 -6.376484
16.068166 -5.600602 0.781765 -6.382367
16.086040 -5.600678 0.794945 -6.395622
16.103913 -5.600968 0.813742 -6.414710
16.121787 -5.601349 0.833615 -6.434964
16.139660 -5.601625 0.848773 -6.450398
16.157533 -5.601659 0.854997 -6.456656
16.175407 -5.601460 0.851499 -6.452959
16.193280 -5.601096 0.841150 -6.442246
16.211153 -5.600757 0.829179 -6.429936
16.229027 -5.600607 0.820578 -6.421186
16.246900 -5.600702 0.817601 -6.418303
16.264774 -5.600950 0.819006 -6.419955
16.282647 -5.601189 0.821353 -6.422542
16.300520 -5.601307 0.821229 -6.422535
16.318394 -5.601252 0.817008 -6.418260
16.336267 -5.601029 0.809715 -6.410744
16.354141 -5.600785 0.802658 -6.403443
16.372014 -5.600769 0.799201 -6.399970
16.389887 -5.601006 0.799729 -6.400735
16.407761 -5.601209 0.801423 -6.402632
16.425634 -5.601192 0.801545 -6.402737
16.443507 -5.601048 0.799995 -6.401044
16.461381 -5.601012 0.798212 -6.399224
16.479254 -5.601097 0.796623 -6.397720
16.497128 -5.601113 0.794433 -6.395546
16.515001 -5.600965 0.791755 -6.392720
16.532874 -5.600824 0.790565 -6.391389
16.550748 -5.600851 0.792723 -6.393575
16.568621 -5.600986 0.797895 -6.398881
16.586494 -5.601042 0.804356 -6.405398
16.604368 -5.601005 0.811057 -6.412062
16.622241 -5.600940 0.818195 -6.419135
16.640115 -5.600881 0.826481 -6.427362
16.657988 -5.600832 0.836545 -6.437377
16.675861 -5.600822 0.848765 -6.449587
16.693735 -5.600890 0.862814 -6.463704
16.711608 -5.601024 0.877188 -6.478212
16.729481 -5.601162 0.889419 -6.490581
16.747355 -5.601244 0.897022 -6.498267
16.765228 -5.601252 0.898370 -6.499622
16.783102 -5.601219 0.892974 -6.494193
16.800975 -5.601143 0.881393 -6.482535
16.818848 -5.601037 0.865005 -6.466042
16.836722 -5.600882 0.845966 -6.446848
16.854595 -5.600677 0.827311 -6.427988
16.872468 -5.600482 0.812725 -6.413207
16.890342 -5.600374 0.805648 -6.406022
16.908215 -5.600403 0.808036 -6.408440
16.926089 -5.600573 0.819545 -6.420119
16.943962 -5.600846 0.837503 -6.438349
16.961835 -5.601098 0.857749 -6.458847
16.979709 -5.601228 0.876246 -6.477474
16.997582 -5.601217 0.890598 -6.491815
17.015455 -5.601135 0.900289 -6.501424
17.033329 -5.601025 0.906002 -6.507027
17.051202 -5.600913 0.908992 -6.509904
17.069076 -5.600830 0.910585 -6.511416
17.086949 -5.600829 0.911640 -6.512469
17.104822 -5.600941 0.911900 -6.512841
17.122696 -5.601108 0.909683 -6.510791
17.140569 -5.601243 0.902571 -6.503814
17.158442 -5.601265 0.888722 -6.489987
17.176316 -5.601131 0.868058 -6.469189
17.194189 -5.600848 0.842899 -6.443747
17.212063 -5.600506 0.817739 -6.418245
17.229936 -5.600251 0.797921 -6.398172
17.247809 -5.600204 0.787441 -6.387644
17.265683 -5.600308 0.787394 -6.387703
17.283556 -5.600446 0.796423 -6.396868
17.301430 -5.600586 0.812177 -6.412763
17.319303 -5.600759 0.831951 -6.432711
17.337176 -5.600965 0.852499 -6.453464
17.355050 -5.601145 0.870232 -6.471377
17.372923 -5.601236 0.882110 -6.483346
17.390796 -5.601219 0.886513 -6.487732
17.408670 -5.601064 0.883767 -6.484831
17.426543 -5.600797 0.876320 -6.477117
17.444417 -5.600505 0.868324 -6.468829
17.462290 -5.600343 0.864162 -6.464505
17.480163 -5.600409 0.866283 -6.466692
17.498037 -5.600629 0.874003 -6.474633
17.515910 -5.600885 0.884259 -6.485145
17.533783 -5.601113 0.893286 -6.494398
17.551657 -5.601292 0.897704 -6.498996
17.569530 -5.601390 0.895079 -6.496468
17.587404 -5.601327 0.884559 -6.485887
17.605277 -5.601087 0.867698 -6.468785
17.623150 -5.600702 0.848749 -6.449451
17.641024 -5.600371 0.833621 -6.433992
17.658897 -5.600306 0.827228 -6.427534
17.676770 -5.600569 0.830509 -6.431079
17.694644 -5.600947 0.839848 -6.440795
17.712517 -5.601186 0.849787 -6.450973
17.730391 -5.601190 0.856486 -6.457676
17.748264 -5.601053 0.859174 -6.460227
17.766137 -5.600906 0.859300 -6.460206
17.784011 -5.600797 0.858817 -6.459614
17.801884 -5.600697 0.859297 -6.459993
17.819757 -5.600593 0.862092 -6.462685
17.837631 -5.600534 0.868388 -6.468922
17.855504 -5.600575 0.878650 -6.479224
17.873378 -5.600705 0.892022 -6.492727
17.891251 -5.600840 0.906559 -6.507399
17.909124 -5.600954 0.920125 -6.521078
17.926998 -5.601059 0.930862 -6.531921
17.944871 -5.601182 0.936975 -6.538157
17.962744 -5.601246 0.936737 -6.537982
17.980618 -5.601197 0.929325 -6.530522
17.998491 -5.601048 0.915620 -6.516669
18.016365 -5.600855 0.898064 -6.498919
18.034238 -5.600698 0.879759 -6.480457
18.052111 -5.600631 0.863307 -6.463938
18.069985 -5.600633 0.849997 -6.450630
18.087858 -5.600648 0.839956 -6.440604
18.105732 -5.600678 0.832827 -6.433505
18.123605 -5.600769 0.827851 -6.428620
18.141478 -5.600920 0.823433 -6.424353
18.159352 -5.601083 0.817201 -6.418284
18.177225 -5.601180 0.806841 -6.408020
18.195098 -5.601156 0.791184 -6.392341
18.212972 -5.600993 0.770961 -6.371954
18.230845 -5.600707 0.749047 -6.349754
18.248719 -5.600372 0.730139 -6.330511
18.266592 -5.600105 0.719556 -6.319661
18.284465 -5.600045 0.721282 -6.321327
18.302339 -5.600247 0.735964 -6.336211
18.320212 -5.600600 0.760304 -6.360904
18.338085 -5.600923 0.788645 -6.389567
18.355959 -5.601101 0.815595 -6.416696
18.373832 -5.601150 0.837725 -6.438875
18.391706 -5.601132 0.853681 -6.454813
18.409579 -5.601087 0.863440 -6.464527
18.427452 -5.601047 0.867583 -6.468630
18.445326 -5.600983 0.866960 -6.467943
18.463199 -5.600868 0.862801 -6.463670
18.481072 -5.600692 0.857134 -6.457826
18.498946 -5.600527 0.852703 -6.453230
18.516819 -5.600474 0.851954 -6.452428
18.534693 -5.600577 0.855687 -6.456264
18.552566 -5.600754 0.862593 -6.463346
18.570439 -5.600907 0.870136 -6.471043
18.588313 -5.600982 0.875977 -6.476959
18.606186 -5.600963 0.878948 -6.479911
18.624059 -5.600892 0.879239 -6.480131
18.641933 -5.600840 0.877799 -6.478638
18.659806 -5.600867 0.875315 -6.476181
18.677680 -5.600951 0.871557 -6.472509
18.695553 -5.601011 0.865623 -6.466633
18.713426 -5.600990 0.856884 -6.457874
18.731300 -5.600883 0.845842 -6.446725
18.749173 -5.600756 0.834107 -6.434863
18.767046 -5.600657 0.823594 -6.424250
18.784920 -5.600594 0.815834 -6.416428
18.802793 -5.600565 0.811809 -6.412374
18.820667 -5.600608 0.811830 -6.412438
18.838540 -5.600734 0.815218 -6.415952
18.856413 -5.600920 0.820132 -6.421052
18.874287 -5.601098 0.823972 -6.425071
18.892160 -5.601197 0.824347 -6.425545
18.910034 -5.601190 0.820082 -6.421273
18.927907 -5.601099 0.811587 -6.412686
18.945780 -5.600962 0.800533 -6.401496
18.963654 -5.600789 0.789371 -6.390160
18.981527 -5.600578 0.781087 -6.381664
18.999400 -5.600420 0.778793 -6.379213
19.017274 -5.600401 0.784673 -6.385074
19.035147 -5.600533 0.798817 -6.399350
19.053021 -5.600795 0.818878 -6.419672
19.070894 -5.601128 0.840542 -6.441670
19.088767 -5.601438 0.858526 -6.459964
19.106641 -5.601557 0.868300 -6.469858
19.124514 -5.601361 0.868404 -6.469765
19.142387 -5.601005 0.861609 -6.462614
19.160261 -5.600836 0.852601 -6.453437
19.178134 -5.600915 0.843883 -6.444797
19.196008 -5.601045 0.834714 -6.435758
19.213881 -5.601151 0.823125 -6.424277
19.231754 -5.601204 0.807573 -6.408777
19.249628 -5.601123 0.787786 -6.388908
19.267501 -5.600783 0.765947 -6.366729
19.285374 -5.600279 0.747733 -6.348013
19.303248 -5.600054 0.740234 -6.340287
19.321121 -5.600282 0.746433 -6.346715
19.338995 -5.600604 0.763123 -6.363727
19.356868 -5.600791 0.784915 -6.385706
19.374741 -5.600908 0.807651 -6.408559
19.392615 -5.601010 0.828403 -6.429414
19.410488 -5.601087 0.844854 -6.445941
19.428361 -5.601107 0.855361 -6.456468
19.446235 -5.601067 0.859271 -6.460338
19.464108 -5.600951 0.857146 -6.458097
19.481982 -5.600760 0.850920 -6.451680
19.499855 -5.600571 0.843586 -6.444157
19.517728 -5.600501 0.838024 -6.438526
19.535602 -5.600558 0.835508 -6.436066
19.553475 -5.600653 0.835412 -6.436065
19.571348 -5.600699 0.836403 -6.437103
19.589222 -5.600712 0.837608 -6.438319
19.607095 -5.600731 0.838675 -6.439406
19.624969 -5.600792 0.839163 -6.439955
19.642842 -5.600896 0.838088 -6.438984
19.660715 -5.600992 0.834067 -6.435059
19.678589 -5.600990 0.826080 -6.427070
19.696462 -5.600830 0.814608 -6.415439
19.714335 -5.600541 0.802366 -6.402907
19.732209 -5.600271 0.793711 -6.393982
19.750082 -5.600186 0.792570 -6.392756
19.767956 -5.600351 0.800110 -6.400462
19.785829 -5.600663 0.813891 -6.414555
19.803702 -5.600987 0.829064 -6.430051
19.821576 -5.601210 0.840538 -6.441748
19.839449 -5.601301 0.844681 -6.445982
19.857323 -5.601280 0.839931 -6.441211
19.875196 -5.601189 0.826553 -6.427742
19.893069 -5.601023 0.806286 -6.407309
19.910943 -5.600754 0.782374 -6.383128
19.928816 -5.600380 0.759712 -6.360091
19.946689 -5.600019 0.744420 -6.344439
19.964563 -5.599863 0.742025 -6.341888
19.982436 -5.600054 0.754697 -6.354751
20.000310 -5.600495 0.779596 -6.380091
20.018183 -5.600952 0.810092 -6.411044
20.036056 -5.601279 0.838870 -6.440148
20.053930 -5.601430 0.860369 -6.461799
20.071803 -5.601436 0.871652 -6.473088
20.089676 -5.601326 0.872211 -6.473538
20.107550 -5.601118 0.863580 -6.464698
20.125423 -5.600858 0.848905 -6.449763
20.143297 -5.600604 0.832298 -6.432901
20.161170 -5.600426 0.817893 -6.418319
20.179043 -5.600369 0.808782 -6.409151
20.196917 -5.600431 0.806273 -6.406704
20.214790 -5.600578 0.809800 -6.410378
20.232663 -5.600761 0.817423 -6.418185
20.250537 -5.600928 0.826539 -6.427468
20.268410 -5.601055 0.834585 -6.435640
20.286284 -5.601132 0.839573 -6.440706
20.304157 -5.601179 0.840221 -6.441400
20.322030 -5.601185 0.835846 -6.437031
20.339904 -5.601151 0.826364 -6.427514
20.357777 -5.601024 0.812578 -6.413602
20.375650 -5.600811 0.796526 -6.397337
20.393524 -5.600577 0.781352 -6.381929
20.411397 -5.600406 0.770552 -6.370958
20.429271 -5.600365 0.766742 -6.367106
20.447144 -5.600464 0.770639 -6.371104
20.465017 -5.600642 0.780917 -6.381559
20.482891 -5.600828 0.794938 -6.395766
20.500764 -5.600954 0.809878 -6.410832
20.518637 -5.601004 0.823643 -6.424647
20.536511 -5.601012 0.835152 -6.436164
20.554384 -5.601031 0.843942 -6.444972
20.572258 -5.601067 0.849589 -6.450656
20.590131 -5.601063 0.851655 -6.452718
20.608004 -5.600980 0.850334 -6.451314
20.625878 -5.600838 0.846975 -6.447812
20.643751 -5.600772 0.843469 -6.444241
20.661625 -5.600844 0.840776 -6.441620
20.679498 -5.601012 0.837995 -6.439007
20.697371 -5.601182 0.832864 -6.434046
20.715245 -5.601274 0.823058 -6.424333
20.733118 -5.601185 0.807639 -6.408823
20.750991 -5.600880 0.788389 -6.389268
20.768865 -5.600470 0.770145 -6.370615
20.786738 -5.600174 0.759059 -6.359233
20.804612 -5.600153 0.759531 -6.359684
20.822485 -5.600408 0.771936 -6.372344
20.840358 -5.600771 0.792646 -6.393418
20.858232 -5.601072 0.816158 -6.417230
20.876105 -5.601218 0.837647 -6.438865
